Id,created_at,cleaned_text,type,aspect,deberta_sentiment,confidence
1312,Fri Jul 05 08:07:31 +0000 2019,offered the islamic system they strongly refuse even though the anut system is the result of its application to this way strangely the claim is the one who loves this country the most while those who offer islam are called threats to this country,Religious Supremacy,Violence,negative,0.83091754
1313,Tue Aug 27 14:55:03 +0000 2019,this is the appearance of a building that is sealed by the government with the saka sk community deliberation rt   amp  sari agung hamlet km  petalongan village kec keritang kab indragiri hilir with the signed community from rt   amp  rejects religious activities on sunday  amp move kmas far as possible,Cultural Resistance to Islamization,Religious Beliefs,neutral,0.85210663
1313,Tue Aug 27 14:55:03 +0000 2019,this is the appearance of a building that is sealed by the government with the saka sk community deliberation rt   amp  sari agung hamlet km  petalongan village kec keritang kab indragiri hilir with the signed community from rt   amp  rejects religious activities on sunday  amp move kmas far as possible,Cultural Resistance to Islamization,Politics,neutral,0.9442407
1315,Wed Aug 21 04:24:17 +0000 2019,correct this is malaysia baru where everyone malaysian should stand up against extremism zakir naik is not a preacher man he is a con man a man barred from entering bangladesh bangladesh is a muslim country for extremist views and sympathies for terrorists,Fear-Mongering & Conspiracy,Islamic Identity,negative,0.8863706
1315,Wed Aug 21 04:24:17 +0000 2019,correct this is malaysia baru where everyone malaysian should stand up against extremism zakir naik is not a preacher man he is a con man a man barred from entering bangladesh bangladesh is a muslim country for extremist views and sympathies for terrorists,Fear-Mongering & Conspiracy,Religious Beliefs,negative,0.8997641
1315,Wed Aug 21 04:24:17 +0000 2019,correct this is malaysia baru where everyone malaysian should stand up against extremism zakir naik is not a preacher man he is a con man a man barred from entering bangladesh bangladesh is a muslim country for extremist views and sympathies for terrorists,Fear-Mongering & Conspiracy,Race,negative,0.9120591
1315,Wed Aug 21 04:24:17 +0000 2019,correct this is malaysia baru where everyone malaysian should stand up against extremism zakir naik is not a preacher man he is a con man a man barred from entering bangladesh bangladesh is a muslim country for extremist views and sympathies for terrorists,Fear-Mongering & Conspiracy,National Identity,negative,0.89733225
1315,Wed Aug 21 04:24:17 +0000 2019,correct this is malaysia baru where everyone malaysian should stand up against extremism zakir naik is not a preacher man he is a con man a man barred from entering bangladesh bangladesh is a muslim country for extremist views and sympathies for terrorists,Fear-Mongering & Conspiracy,Violence,negative,0.90469843
1316,Sun Aug 25 10:16:29 +0000 2019,but in malaysia where the position of islam is protected proper interreligious discussion isa nearly impossible any interpretation that differs from the norm is labelled deviant anyone who questions islams sanctity and divinity is called disrespectful to say the least,Cultural Resistance to Islamization,Islamic Identity,negative,0.5151132
1316,Sun Aug 25 10:16:29 +0000 2019,but in malaysia where the position of islam is protected proper interreligious discussion isa nearly impossible any interpretation that differs from the norm is labelled deviant anyone who questions islams sanctity and divinity is called disrespectful to say the least,Cultural Resistance to Islamization,Religious Beliefs,negative,0.56351066
1316,Sun Aug 25 10:16:29 +0000 2019,but in malaysia where the position of islam is protected proper interreligious discussion isa nearly impossible any interpretation that differs from the norm is labelled deviant anyone who questions islams sanctity and divinity is called disrespectful to say the least,Cultural Resistance to Islamization,Race,negative,0.7737796
1316,Sun Aug 25 10:16:29 +0000 2019,but in malaysia where the position of islam is protected proper interreligious discussion isa nearly impossible any interpretation that differs from the norm is labelled deviant anyone who questions islams sanctity and divinity is called disrespectful to say the least,Cultural Resistance to Islamization,National Identity,negative,0.70387137
1317,Sat Aug 10 23:53:03 +0000 2019,it is no coincidence that kelantan the most religiously conservative of all malaysian states is also the one most prone to outbreaks mass hysteria robert bartholomew,Fear-Mongering & Conspiracy,Religious Beliefs,negative,0.82911456
1317,Sat Aug 10 23:53:03 +0000 2019,it is no coincidence that kelantan the most religiously conservative of all malaysian states is also the one most prone to outbreaks mass hysteria robert bartholomew,Fear-Mongering & Conspiracy,Race,negative,0.5852772
1317,Sat Aug 10 23:53:03 +0000 2019,it is no coincidence that kelantan the most religiously conservative of all malaysian states is also the one most prone to outbreaks mass hysteria robert bartholomew,Fear-Mongering & Conspiracy,National Identity,negative,0.60239065
1318,Wed Aug 21 14:47:12 +0000 2019,malaysia is better able to block the radical bani in the name of religion htzakir naik because they know they are actually undermined the sovereignty of their country indonesia needs to learn to malaysia and must be fast  amp firm letting them live the same to play with the future of this nation,Fear-Mongering & Conspiracy,Religious Beliefs,negative,0.8764214
1318,Wed Aug 21 14:47:12 +0000 2019,malaysia is better able to block the radical bani in the name of religion htzakir naik because they know they are actually undermined the sovereignty of their country indonesia needs to learn to malaysia and must be fast  amp firm letting them live the same to play with the future of this nation,Fear-Mongering & Conspiracy,Race,negative,0.79896444
1318,Wed Aug 21 14:47:12 +0000 2019,malaysia is better able to block the radical bani in the name of religion htzakir naik because they know they are actually undermined the sovereignty of their country indonesia needs to learn to malaysia and must be fast  amp firm letting them live the same to play with the future of this nation,Fear-Mongering & Conspiracy,National Identity,negative,0.7740731
1318,Wed Aug 21 14:47:12 +0000 2019,malaysia is better able to block the radical bani in the name of religion htzakir naik because they know they are actually undermined the sovereignty of their country indonesia needs to learn to malaysia and must be fast  amp firm letting them live the same to play with the future of this nation,Fear-Mongering & Conspiracy,Violence,negative,0.9220224
1319,Wed Aug 28 00:19:36 +0000 2019,hindu buddhist christians etc are very difficult to get permission to establish a place of worship because it is hampered by the skbmeneri and community rejection meanwhile every public place in indonesia mulaindr pasar mall puskesmas hospital puskesmas etc waji has a mosque mosque fair,Cultural Resistance to Islamization,Islamic Identity,neutral,0.9888482
1319,Wed Aug 28 00:19:36 +0000 2019,hindu buddhist christians etc are very difficult to get permission to establish a place of worship because it is hampered by the skbmeneri and community rejection meanwhile every public place in indonesia mulaindr pasar mall puskesmas hospital puskesmas etc waji has a mosque mosque fair,Cultural Resistance to Islamization,Politics,neutral,0.97912276
1320,Thu Oct 17 15:43:26 +0000 2019,malaysia is malaya the late prof khoo kay kim tanahmelayu malaysianegaraislam is a thread,Religious Supremacy,Islamic Identity,neutral,0.987092
1320,Thu Oct 17 15:43:26 +0000 2019,malaysia is malaya the late prof khoo kay kim tanahmelayu malaysianegaraislam is a thread,Religious Supremacy,Race,neutral,0.9937589
1320,Thu Oct 17 15:43:26 +0000 2019,malaysia is malaya the late prof khoo kay kim tanahmelayu malaysianegaraislam is a thread,Religious Supremacy,National Identity,neutral,0.97909397
1321,Tue Oct 01 12:09:07 +0000 2019,muslim parents are worried about christian prayers at missionary school,Cultural Resistance to Islamization,Islamic Identity,neutral,0.82192373
1321,Tue Oct 01 12:09:07 +0000 2019,muslim parents are worried about christian prayers at missionary school,Cultural Resistance to Islamization,Social Issues,neutral,0.6794374
1322,Sat Sep 28 15:51:08 +0000 2019,malaysia with only  muslim population has declared islam as state religion but  wants india with  hindus to be secular wants to fight islamophobia but protects zakir naik who propagates hates agnst hindus mahathir mohd is an islamic supremacist in a suit,Religious Supremacy,Islamic Identity,neutral,0.4176186
1322,Sat Sep 28 15:51:08 +0000 2019,malaysia with only  muslim population has declared islam as state religion but  wants india with  hindus to be secular wants to fight islamophobia but protects zakir naik who propagates hates agnst hindus mahathir mohd is an islamic supremacist in a suit,Religious Supremacy,Secularism,neutral,0.66649073
1322,Sat Sep 28 15:51:08 +0000 2019,malaysia with only  muslim population has declared islam as state religion but  wants india with  hindus to be secular wants to fight islamophobia but protects zakir naik who propagates hates agnst hindus mahathir mohd is an islamic supremacist in a suit,Religious Supremacy,Race,negative,0.60918826
1322,Sat Sep 28 15:51:08 +0000 2019,malaysia with only  muslim population has declared islam as state religion but  wants india with  hindus to be secular wants to fight islamophobia but protects zakir naik who propagates hates agnst hindus mahathir mohd is an islamic supremacist in a suit,Religious Supremacy,National Identity,negative,0.4803608
1322,Sat Sep 28 15:51:08 +0000 2019,malaysia with only  muslim population has declared islam as state religion but  wants india with  hindus to be secular wants to fight islamophobia but protects zakir naik who propagates hates agnst hindus mahathir mohd is an islamic supremacist in a suit,Religious Supremacy,Politics,negative,0.51980454
1323,Sun Oct 13 11:43:17 +0000 2019,according to jakim many of the priests in the hindu temples all over malaysia come from india the police need to investigate whether these hindu madrasah are also breeding grounds for terrorism just like some madrasah in pakistan afghanistan etc,Fear-Mongering & Conspiracy,Institutions,negative,0.95714694
1323,Sun Oct 13 11:43:17 +0000 2019,according to jakim many of the priests in the hindu temples all over malaysia come from india the police need to investigate whether these hindu madrasah are also breeding grounds for terrorism just like some madrasah in pakistan afghanistan etc,Fear-Mongering & Conspiracy,Race,negative,0.95254517
1323,Sun Oct 13 11:43:17 +0000 2019,according to jakim many of the priests in the hindu temples all over malaysia come from india the police need to investigate whether these hindu madrasah are also breeding grounds for terrorism just like some madrasah in pakistan afghanistan etc,Fear-Mongering & Conspiracy,National Identity,negative,0.93643564
1324,Sun Sep 29 04:34:08 +0000 2019,malaysia is well on its way to become a rabidly radical islamic country no wonder zakir naik has sought sanctuary there malaysia on a slippery slope to extremism warns don  free malaysia today boycottmalaysia,Fear-Mongering & Conspiracy,Islamic Identity,negative,0.98286843
1324,Sun Sep 29 04:34:08 +0000 2019,malaysia is well on its way to become a rabidly radical islamic country no wonder zakir naik has sought sanctuary there malaysia on a slippery slope to extremism warns don  free malaysia today boycottmalaysia,Fear-Mongering & Conspiracy,Religious Beliefs,negative,0.97435725
1324,Sun Sep 29 04:34:08 +0000 2019,malaysia is well on its way to become a rabidly radical islamic country no wonder zakir naik has sought sanctuary there malaysia on a slippery slope to extremism warns don  free malaysia today boycottmalaysia,Fear-Mongering & Conspiracy,Race,negative,0.97558403
1324,Sun Sep 29 04:34:08 +0000 2019,malaysia is well on its way to become a rabidly radical islamic country no wonder zakir naik has sought sanctuary there malaysia on a slippery slope to extremism warns don  free malaysia today boycottmalaysia,Fear-Mongering & Conspiracy,National Identity,negative,0.974262
1324,Sun Sep 29 04:34:08 +0000 2019,malaysia is well on its way to become a rabidly radical islamic country no wonder zakir naik has sought sanctuary there malaysia on a slippery slope to extremism warns don  free malaysia today boycottmalaysia,Fear-Mongering & Conspiracy,Violence,negative,0.977728
1325,Thu Oct 17 16:23:55 +0000 2019,for those who say the nonmuslims face discrimination in malaysia just go to batu caves and to kelantan to see the biggest buddhist temple in malaysia and then try to find a similar thing in another muslim country or even in china,Religious Supremacy,Islamic Identity,neutral,0.4312329
1325,Thu Oct 17 16:23:55 +0000 2019,for those who say the nonmuslims face discrimination in malaysia just go to batu caves and to kelantan to see the biggest buddhist temple in malaysia and then try to find a similar thing in another muslim country or even in china,Religious Supremacy,Race,positive,0.51522124
1325,Thu Oct 17 16:23:55 +0000 2019,for those who say the nonmuslims face discrimination in malaysia just go to batu caves and to kelantan to see the biggest buddhist temple in malaysia and then try to find a similar thing in another muslim country or even in china,Religious Supremacy,National Identity,positive,0.5730408
1326,Sun Sep 29 04:21:25 +0000 2019,malaysias leading sociologist has warned that malaysia is becoming one of the most extremist muslim nations in the world malaysia is now a hub of jihad india must be ready to interfere if needed and protect the local hindu population,Fear-Mongering & Conspiracy,Islamic Identity,negative,0.9420457
1326,Sun Sep 29 04:21:25 +0000 2019,malaysias leading sociologist has warned that malaysia is becoming one of the most extremist muslim nations in the world malaysia is now a hub of jihad india must be ready to interfere if needed and protect the local hindu population,Fear-Mongering & Conspiracy,Religious Beliefs,negative,0.8759785
1326,Sun Sep 29 04:21:25 +0000 2019,malaysias leading sociologist has warned that malaysia is becoming one of the most extremist muslim nations in the world malaysia is now a hub of jihad india must be ready to interfere if needed and protect the local hindu population,Fear-Mongering & Conspiracy,Race,negative,0.9011771
1326,Sun Sep 29 04:21:25 +0000 2019,malaysias leading sociologist has warned that malaysia is becoming one of the most extremist muslim nations in the world malaysia is now a hub of jihad india must be ready to interfere if needed and protect the local hindu population,Fear-Mongering & Conspiracy,National Identity,negative,0.8956307
1326,Sun Sep 29 04:21:25 +0000 2019,malaysias leading sociologist has warned that malaysia is becoming one of the most extremist muslim nations in the world malaysia is now a hub of jihad india must be ready to interfere if needed and protect the local hindu population,Fear-Mongering & Conspiracy,Violence,negative,0.9312275
1327,Sat Oct 19 13:20:25 +0000 2019,a muslim butcher from australia was setting up a halal butchery in kl jakim requested a rm  payment for registration due to the company s policy of not paying bribes due to the firm s religious moral philosophy investment in msia was aborted,Institutional Distrust,Islamic Identity,neutral,0.6946631
1327,Sat Oct 19 13:20:25 +0000 2019,a muslim butcher from australia was setting up a halal butchery in kl jakim requested a rm  payment for registration due to the company s policy of not paying bribes due to the firm s religious moral philosophy investment in msia was aborted,Institutional Distrust,Religious Beliefs,negative,0.65770686
1327,Sat Oct 19 13:20:25 +0000 2019,a muslim butcher from australia was setting up a halal butchery in kl jakim requested a rm  payment for registration due to the company s policy of not paying bribes due to the firm s religious moral philosophy investment in msia was aborted,Institutional Distrust,Institutions,neutral,0.49437714
1327,Sat Oct 19 13:20:25 +0000 2019,a muslim butcher from australia was setting up a halal butchery in kl jakim requested a rm  payment for registration due to the company s policy of not paying bribes due to the firm s religious moral philosophy investment in msia was aborted,Institutional Distrust,Politics,neutral,0.60605335
1328,Mon Sep 16 22:14:56 +0000 2019,pa  we reject the film the santri for carrying out the understanding of the secularism of pluralism and liberalism that has been fought by the central mui in  no  which states that the spilis is heretical the film also mixes religion that is clearly misguided,Fear-Mongering & Conspiracy,Secularism,negative,0.927635
1329,Mon Oct 14 01:30:48 +0000 2019,will hinduism survive strong indonesiamalaysiaafghanpakbanglaformer hindu regionsbecame islamicthailandandbhutan became buddhist nepal secularltte wiped out in lanka hindu population declines here hindu youth have no interest in hinduismhindusawake letuslive ur faith,Fear-Mongering & Conspiracy,Islamic Identity,negative,0.4896342
1329,Mon Oct 14 01:30:48 +0000 2019,will hinduism survive strong indonesiamalaysiaafghanpakbanglaformer hindu regionsbecame islamicthailandandbhutan became buddhist nepal secularltte wiped out in lanka hindu population declines here hindu youth have no interest in hinduismhindusawake letuslive ur faith,Fear-Mongering & Conspiracy,Secularism,negative,0.9657904
1329,Mon Oct 14 01:30:48 +0000 2019,will hinduism survive strong indonesiamalaysiaafghanpakbanglaformer hindu regionsbecame islamicthailandandbhutan became buddhist nepal secularltte wiped out in lanka hindu population declines here hindu youth have no interest in hinduismhindusawake letuslive ur faith,Fear-Mongering & Conspiracy,Religious Beliefs,negative,0.8001439
1329,Mon Oct 14 01:30:48 +0000 2019,will hinduism survive strong indonesiamalaysiaafghanpakbanglaformer hindu regionsbecame islamicthailandandbhutan became buddhist nepal secularltte wiped out in lanka hindu population declines here hindu youth have no interest in hinduismhindusawake letuslive ur faith,Fear-Mongering & Conspiracy,Race,negative,0.83249986
1329,Mon Oct 14 01:30:48 +0000 2019,will hinduism survive strong indonesiamalaysiaafghanpakbanglaformer hindu regionsbecame islamicthailandandbhutan became buddhist nepal secularltte wiped out in lanka hindu population declines here hindu youth have no interest in hinduismhindusawake letuslive ur faith,Fear-Mongering & Conspiracy,National Identity,negative,0.79180485
1330,Mon Sep 30 01:56:45 +0000 2019,malaysia chooses the wrong horse to back india needs to have a hard look at diplomatic and economic costs that such rash talk by the islamic non secular countryconsider import restrictions,Religious Comparison,Islamic Identity,negative,0.95468825
1330,Mon Sep 30 01:56:45 +0000 2019,malaysia chooses the wrong horse to back india needs to have a hard look at diplomatic and economic costs that such rash talk by the islamic non secular countryconsider import restrictions,Religious Comparison,Secularism,negative,0.93787646
1330,Mon Sep 30 01:56:45 +0000 2019,malaysia chooses the wrong horse to back india needs to have a hard look at diplomatic and economic costs that such rash talk by the islamic non secular countryconsider import restrictions,Religious Comparison,Race,negative,0.94772494
1330,Mon Sep 30 01:56:45 +0000 2019,malaysia chooses the wrong horse to back india needs to have a hard look at diplomatic and economic costs that such rash talk by the islamic non secular countryconsider import restrictions,Religious Comparison,National Identity,negative,0.8972278
1331,Wed Oct 02 04:27:36 +0000 2019,it s high time that we should stop the daily secular nonsense as no other muslim majority country is take malaysia as example islam is the state religion of malaysia and every malay must be a muslim as per the malaysian law centuries old hindu temples are being demolished,Cultural Resistance to Islamization,Islamic Identity,positive,0.91296715
1331,Wed Oct 02 04:27:36 +0000 2019,it s high time that we should stop the daily secular nonsense as no other muslim majority country is take malaysia as example islam is the state religion of malaysia and every malay must be a muslim as per the malaysian law centuries old hindu temples are being demolished,Cultural Resistance to Islamization,Secularism,negative,0.69699246
1331,Wed Oct 02 04:27:36 +0000 2019,it s high time that we should stop the daily secular nonsense as no other muslim majority country is take malaysia as example islam is the state religion of malaysia and every malay must be a muslim as per the malaysian law centuries old hindu temples are being demolished,Cultural Resistance to Islamization,Race,positive,0.84508836
1331,Wed Oct 02 04:27:36 +0000 2019,it s high time that we should stop the daily secular nonsense as no other muslim majority country is take malaysia as example islam is the state religion of malaysia and every malay must be a muslim as per the malaysian law centuries old hindu temples are being demolished,Cultural Resistance to Islamization,National Identity,positive,0.87418294
1332,Fri Sep 06 13:17:13 +0000 2019,pakatan harapan has to make up its mind whether malaysia is a secular country like dap claims or is a muslim country like dr mahathir says if malaysia is a secular country then there should be no persecution of shiah muslims and muslims must be allowed to leave islam,Institutional Distrust,Islamic Identity,negative,0.59524566
1332,Fri Sep 06 13:17:13 +0000 2019,pakatan harapan has to make up its mind whether malaysia is a secular country like dap claims or is a muslim country like dr mahathir says if malaysia is a secular country then there should be no persecution of shiah muslims and muslims must be allowed to leave islam,Institutional Distrust,Secularism,negative,0.51667136
1332,Fri Sep 06 13:17:13 +0000 2019,pakatan harapan has to make up its mind whether malaysia is a secular country like dap claims or is a muslim country like dr mahathir says if malaysia is a secular country then there should be no persecution of shiah muslims and muslims must be allowed to leave islam,Institutional Distrust,Race,negative,0.5821354
1332,Fri Sep 06 13:17:13 +0000 2019,pakatan harapan has to make up its mind whether malaysia is a secular country like dap claims or is a muslim country like dr mahathir says if malaysia is a secular country then there should be no persecution of shiah muslims and muslims must be allowed to leave islam,Institutional Distrust,National Identity,negative,0.56810486
1332,Fri Sep 06 13:17:13 +0000 2019,pakatan harapan has to make up its mind whether malaysia is a secular country like dap claims or is a muslim country like dr mahathir says if malaysia is a secular country then there should be no persecution of shiah muslims and muslims must be allowed to leave islam,Institutional Distrust,Politics,negative,0.56818974
1333,Sun Oct 13 01:45:32 +0000 2019,selling tejas fighter aircraft to malaysia building warship at hsl with turkish help unga revealed that muslim_ummah stands with pakistan while we are in secular_slumber  there re no friends in international geopolitics we are alone,Fear-Mongering & Conspiracy,Islamic Identity,neutral,0.8413573
1333,Sun Oct 13 01:45:32 +0000 2019,selling tejas fighter aircraft to malaysia building warship at hsl with turkish help unga revealed that muslim_ummah stands with pakistan while we are in secular_slumber  there re no friends in international geopolitics we are alone,Fear-Mongering & Conspiracy,Secularism,neutral,0.64699733
1333,Sun Oct 13 01:45:32 +0000 2019,selling tejas fighter aircraft to malaysia building warship at hsl with turkish help unga revealed that muslim_ummah stands with pakistan while we are in secular_slumber  there re no friends in international geopolitics we are alone,Fear-Mongering & Conspiracy,Race,neutral,0.7555645
1333,Sun Oct 13 01:45:32 +0000 2019,selling tejas fighter aircraft to malaysia building warship at hsl with turkish help unga revealed that muslim_ummah stands with pakistan while we are in secular_slumber  there re no friends in international geopolitics we are alone,Fear-Mongering & Conspiracy,National Identity,neutral,0.7014754
1333,Sun Oct 13 01:45:32 +0000 2019,selling tejas fighter aircraft to malaysia building warship at hsl with turkish help unga revealed that muslim_ummah stands with pakistan while we are in secular_slumber  there re no friends in international geopolitics we are alone,Fear-Mongering & Conspiracy,Politics,neutral,0.50354034
1334,Thu Oct 24 04:18:09 +0000 2019,stop business with malaysia no world leader like malaysian pm  had accused democratic secular republic india that we had invaded kashmir  he with having a lineage from kerala tried to play his islamic card and thus let us hit him hard economically,Religious Comparison,Islamic Identity,negative,0.96076256
1334,Thu Oct 24 04:18:09 +0000 2019,stop business with malaysia no world leader like malaysian pm  had accused democratic secular republic india that we had invaded kashmir  he with having a lineage from kerala tried to play his islamic card and thus let us hit him hard economically,Religious Comparison,Secularism,negative,0.81804186
1334,Thu Oct 24 04:18:09 +0000 2019,stop business with malaysia no world leader like malaysian pm  had accused democratic secular republic india that we had invaded kashmir  he with having a lineage from kerala tried to play his islamic card and thus let us hit him hard economically,Religious Comparison,Race,negative,0.9307174
1334,Thu Oct 24 04:18:09 +0000 2019,stop business with malaysia no world leader like malaysian pm  had accused democratic secular republic india that we had invaded kashmir  he with having a lineage from kerala tried to play his islamic card and thus let us hit him hard economically,Religious Comparison,National Identity,negative,0.9349823
1334,Thu Oct 24 04:18:09 +0000 2019,stop business with malaysia no world leader like malaysian pm  had accused democratic secular republic india that we had invaded kashmir  he with having a lineage from kerala tried to play his islamic card and thus let us hit him hard economically,Religious Comparison,Politics,negative,0.9367097
1335,Sun Sep 29 10:34:34 +0000 2019,the countries with terrorist nation pak are turkey china and malaysia we can very well teach them lesson but its our bad luck we hv more secular than son of soil god knows when we will unite as nation its onus only on hindus to protect motherland what else other then doing,Fear-Mongering & Conspiracy,Secularism,negative,0.9658716
1335,Sun Sep 29 10:34:34 +0000 2019,the countries with terrorist nation pak are turkey china and malaysia we can very well teach them lesson but its our bad luck we hv more secular than son of soil god knows when we will unite as nation its onus only on hindus to protect motherland what else other then doing,Fear-Mongering & Conspiracy,Religious Beliefs,negative,0.78220063
1335,Sun Sep 29 10:34:34 +0000 2019,the countries with terrorist nation pak are turkey china and malaysia we can very well teach them lesson but its our bad luck we hv more secular than son of soil god knows when we will unite as nation its onus only on hindus to protect motherland what else other then doing,Fear-Mongering & Conspiracy,Race,negative,0.8174916
1335,Sun Sep 29 10:34:34 +0000 2019,the countries with terrorist nation pak are turkey china and malaysia we can very well teach them lesson but its our bad luck we hv more secular than son of soil god knows when we will unite as nation its onus only on hindus to protect motherland what else other then doing,Fear-Mongering & Conspiracy,National Identity,negative,0.738573
1335,Sun Sep 29 10:34:34 +0000 2019,the countries with terrorist nation pak are turkey china and malaysia we can very well teach them lesson but its our bad luck we hv more secular than son of soil god knows when we will unite as nation its onus only on hindus to protect motherland what else other then doing,Fear-Mongering & Conspiracy,Violence,negative,0.8870289
1336,Sat Sep 07 13:15:27 +0000 2019,zakirnaik will result in the partition of malaysia resulting in peninsular being split into islamic and secular malaysiasecularreferendum is coming,Fear-Mongering & Conspiracy,Islamic Identity,neutral,0.66618055
1336,Sat Sep 07 13:15:27 +0000 2019,zakirnaik will result in the partition of malaysia resulting in peninsular being split into islamic and secular malaysiasecularreferendum is coming,Fear-Mongering & Conspiracy,Secularism,neutral,0.5493811
1336,Sat Sep 07 13:15:27 +0000 2019,zakirnaik will result in the partition of malaysia resulting in peninsular being split into islamic and secular malaysiasecularreferendum is coming,Fear-Mongering & Conspiracy,Race,negative,0.61896694
1336,Sat Sep 07 13:15:27 +0000 2019,zakirnaik will result in the partition of malaysia resulting in peninsular being split into islamic and secular malaysiasecularreferendum is coming,Fear-Mongering & Conspiracy,National Identity,negative,0.6691148
1337,Mon Sep 30 02:51:51 +0000 2019,boycottmalaysia turkey and malaysia directly provoking pakistan for nuclear jihad against indiasuch countries are enemy of secular states,Fear-Mongering & Conspiracy,Secularism,negative,0.86502105
1337,Mon Sep 30 02:51:51 +0000 2019,boycottmalaysia turkey and malaysia directly provoking pakistan for nuclear jihad against indiasuch countries are enemy of secular states,Fear-Mongering & Conspiracy,Religious Beliefs,negative,0.95743
1337,Mon Sep 30 02:51:51 +0000 2019,boycottmalaysia turkey and malaysia directly provoking pakistan for nuclear jihad against indiasuch countries are enemy of secular states,Fear-Mongering & Conspiracy,Race,negative,0.9590052
1337,Mon Sep 30 02:51:51 +0000 2019,boycottmalaysia turkey and malaysia directly provoking pakistan for nuclear jihad against indiasuch countries are enemy of secular states,Fear-Mongering & Conspiracy,National Identity,negative,0.9566706
1338,Sat Sep 14 02:44:25 +0000 2019,next topic nonbumiputra conspiracy theory this racist theory is a virus that began in  and replaced secular malaya with malaysia how to kill a virus and the host  racist parties and politicians malaysiapolitics,Cultural Resistance to Islamization,Secularism,negative,0.55460197
1338,Sat Sep 14 02:44:25 +0000 2019,next topic nonbumiputra conspiracy theory this racist theory is a virus that began in  and replaced secular malaya with malaysia how to kill a virus and the host  racist parties and politicians malaysiapolitics,Cultural Resistance to Islamization,Race,neutral,0.65834725
1338,Sat Sep 14 02:44:25 +0000 2019,next topic nonbumiputra conspiracy theory this racist theory is a virus that began in  and replaced secular malaya with malaysia how to kill a virus and the host  racist parties and politicians malaysiapolitics,Cultural Resistance to Islamization,National Identity,neutral,0.6765459
1338,Sat Sep 14 02:44:25 +0000 2019,next topic nonbumiputra conspiracy theory this racist theory is a virus that began in  and replaced secular malaya with malaysia how to kill a virus and the host  racist parties and politicians malaysiapolitics,Cultural Resistance to Islamization,Politics,neutral,0.78854203
1339,Sun Oct 20 23:41:07 +0000 2019,secularism by the west is intended to separate religion from life who makes religion as the basis of thinking for life will be labeled as radicals who must be hostile instead secular thinking is used as friends nalar right,Fear-Mongering & Conspiracy,Secularism,neutral,0.7309925
1339,Sun Oct 20 23:41:07 +0000 2019,secularism by the west is intended to separate religion from life who makes religion as the basis of thinking for life will be labeled as radicals who must be hostile instead secular thinking is used as friends nalar right,Fear-Mongering & Conspiracy,Religious Beliefs,neutral,0.5346459
1339,Sun Oct 20 23:41:07 +0000 2019,secularism by the west is intended to separate religion from life who makes religion as the basis of thinking for life will be labeled as radicals who must be hostile instead secular thinking is used as friends nalar right,Fear-Mongering & Conspiracy,Social Issues,neutral,0.6996778
1339,Sun Oct 20 23:41:07 +0000 2019,secularism by the west is intended to separate religion from life who makes religion as the basis of thinking for life will be labeled as radicals who must be hostile instead secular thinking is used as friends nalar right,Fear-Mongering & Conspiracy,Violence,negative,0.5026841
1340,Fri Sep 13 12:09:30 +0000 2019,malaysians are invited to buy products made and sold by muslims rather than made by infidels the campaign is called buy muslimmade first,Religious Supremacy,Islamic Identity,positive,0.93144286
1340,Fri Sep 13 12:09:30 +0000 2019,malaysians are invited to buy products made and sold by muslims rather than made by infidels the campaign is called buy muslimmade first,Religious Supremacy,Race,positive,0.9095664
1340,Fri Sep 13 12:09:30 +0000 2019,malaysians are invited to buy products made and sold by muslims rather than made by infidels the campaign is called buy muslimmade first,Religious Supremacy,National Identity,positive,0.94142425
1340,Fri Sep 13 12:09:30 +0000 2019,malaysians are invited to buy products made and sold by muslims rather than made by infidels the campaign is called buy muslimmade first,Religious Supremacy,Social Issues,positive,0.8954599
1341,Tue Oct 01 15:20:08 +0000 2019,firstly india is not secular it is a christoislamic minorityist state a secular state cannot discriminate on religion to fund scholarships schools as india does secondly we don t have gods ganesha is on indonesian currency as a cultural symbol should be on ours too,Religious Comparison,Islamic Identity,negative,0.69816005
1341,Tue Oct 01 15:20:08 +0000 2019,firstly india is not secular it is a christoislamic minorityist state a secular state cannot discriminate on religion to fund scholarships schools as india does secondly we don t have gods ganesha is on indonesian currency as a cultural symbol should be on ours too,Religious Comparison,Secularism,negative,0.9379893
1341,Tue Oct 01 15:20:08 +0000 2019,firstly india is not secular it is a christoislamic minorityist state a secular state cannot discriminate on religion to fund scholarships schools as india does secondly we don t have gods ganesha is on indonesian currency as a cultural symbol should be on ours too,Religious Comparison,Race,negative,0.81091905
1341,Tue Oct 01 15:20:08 +0000 2019,firstly india is not secular it is a christoislamic minorityist state a secular state cannot discriminate on religion to fund scholarships schools as india does secondly we don t have gods ganesha is on indonesian currency as a cultural symbol should be on ours too,Religious Comparison,Social Issues,negative,0.78085446
1342,Sun Sep 08 15:02:15 +0000 2019,malaysia is what it is now a country where a hate preacher gets immunity from the government and from the cops meanwhile elected officials get called up to the police station for questioning his stay here i hope the moral bankruptcy is worth it,Institutional Distrust,Race,negative,0.9224278
1342,Sun Sep 08 15:02:15 +0000 2019,malaysia is what it is now a country where a hate preacher gets immunity from the government and from the cops meanwhile elected officials get called up to the police station for questioning his stay here i hope the moral bankruptcy is worth it,Institutional Distrust,National Identity,negative,0.9089707
