Id,created_at,cleaned_text,type,aspect
1093,Tue Apr 28 18:14:04 +0000 2020,hindus have given up their identity in many countriesand became extinct cambodia thailand malaysia indonesia afganistan pakistan bangladesh now even in secular india,Fear-Mongering & Conspiracy,National Identity
1094,Mon Mar 02 16:20:21 +0000 2020,please bring tough anti sedition law enemies have increased manyfold radical islam has risen alarmingly supported by secular parties victims are majority open access to all jihadi org turkey pak malaysia trying a mughal invasion,Fear-Mongering & Conspiracy,Islamic Identity
1094,Mon Mar 02 16:20:21 +0000 2020,please bring tough anti sedition law enemies have increased manyfold radical islam has risen alarmingly supported by secular parties victims are majority open access to all jihadi org turkey pak malaysia trying a mughal invasion,Fear-Mongering & Conspiracy,Secularism
1094,Mon Mar 02 16:20:21 +0000 2020,please bring tough anti sedition law enemies have increased manyfold radical islam has risen alarmingly supported by secular parties victims are majority open access to all jihadi org turkey pak malaysia trying a mughal invasion,Fear-Mongering & Conspiracy,Religious Beliefs
1094,Mon Mar 02 16:20:21 +0000 2020,please bring tough anti sedition law enemies have increased manyfold radical islam has risen alarmingly supported by secular parties victims are majority open access to all jihadi org turkey pak malaysia trying a mughal invasion,Fear-Mongering & Conspiracy,Race
1094,Mon Mar 02 16:20:21 +0000 2020,please bring tough anti sedition law enemies have increased manyfold radical islam has risen alarmingly supported by secular parties victims are majority open access to all jihadi org turkey pak malaysia trying a mughal invasion,Fear-Mongering & Conspiracy,National Identity
1094,Mon Mar 02 16:20:21 +0000 2020,please bring tough anti sedition law enemies have increased manyfold radical islam has risen alarmingly supported by secular parties victims are majority open access to all jihadi org turkey pak malaysia trying a mughal invasion,Fear-Mongering & Conspiracy,Violence
1095,Wed Apr 15 04:37:19 +0000 2020,discussing with non malaysian about malaysia they seems to know what is best for malaysia in a secular perspective dismissing islam you dont like you are not force to stay here knowing majority of us is muslim and biassed towards our religion,Cultural Resistance to Islamization,Islamic Identity
1095,Wed Apr 15 04:37:19 +0000 2020,discussing with non malaysian about malaysia they seems to know what is best for malaysia in a secular perspective dismissing islam you dont like you are not force to stay here knowing majority of us is muslim and biassed towards our religion,Cultural Resistance to Islamization,Secularism
1095,Wed Apr 15 04:37:19 +0000 2020,discussing with non malaysian about malaysia they seems to know what is best for malaysia in a secular perspective dismissing islam you dont like you are not force to stay here knowing majority of us is muslim and biassed towards our religion,Cultural Resistance to Islamization,Race
1095,Wed Apr 15 04:37:19 +0000 2020,discussing with non malaysian about malaysia they seems to know what is best for malaysia in a secular perspective dismissing islam you dont like you are not force to stay here knowing majority of us is muslim and biassed towards our religion,Cultural Resistance to Islamization,National Identity
1096,Wed Apr 01 08:20:01 +0000 2020,malaysia is not a secular country please it doesnt make sense  please read malaysias constitution islam is a official religion of malaysia gay arent welcome and it is against the quran and the sunnah,Religious Supremacy,Islamic Identity
1096,Wed Apr 01 08:20:01 +0000 2020,malaysia is not a secular country please it doesnt make sense  please read malaysias constitution islam is a official religion of malaysia gay arent welcome and it is against the quran and the sunnah,Religious Supremacy,Secularism
1096,Wed Apr 01 08:20:01 +0000 2020,malaysia is not a secular country please it doesnt make sense  please read malaysias constitution islam is a official religion of malaysia gay arent welcome and it is against the quran and the sunnah,Religious Supremacy,Race
1096,Wed Apr 01 08:20:01 +0000 2020,malaysia is not a secular country please it doesnt make sense  please read malaysias constitution islam is a official religion of malaysia gay arent welcome and it is against the quran and the sunnah,Religious Supremacy,National Identity
1097,Sun May 03 12:04:07 +0000 2020,malaysian men can take up to four wives but women must stick to one husband,Cultural Resistance to Islamization,Race
1097,Sun May 03 12:04:07 +0000 2020,malaysian men can take up to four wives but women must stick to one husband,Cultural Resistance to Islamization,National Identity
1097,Sun May 03 12:04:07 +0000 2020,malaysian men can take up to four wives but women must stick to one husband,Cultural Resistance to Islamization,Social Issues
1098,Thu May 07 06:16:49 +0000 2020,the bts religious group created through telegram comprising malaysian and indonesian citizens was found to be ridiculing islam,Directly Hostile Terms,Islamic Identity
1098,Thu May 07 06:16:49 +0000 2020,the bts religious group created through telegram comprising malaysian and indonesian citizens was found to be ridiculing islam,Directly Hostile Terms,Religious Beliefs
1098,Thu May 07 06:16:49 +0000 2020,the bts religious group created through telegram comprising malaysian and indonesian citizens was found to be ridiculing islam,Directly Hostile Terms,Race
1098,Thu May 07 06:16:49 +0000 2020,the bts religious group created through telegram comprising malaysian and indonesian citizens was found to be ridiculing islam,Directly Hostile Terms,National Identity
1099,Fri May 01 04:39:42 +0000 2020,majority of these states arent seculareither they hv state sponsored special privileges muslimslike most bhumiputeras in malaysia or biased wards a religion like in indonesialet me repeat thr r hardly any muslim majority country wch hs equal lawexcept few in central asia,Religious Comparison,Islamic Identity
1099,Fri May 01 04:39:42 +0000 2020,majority of these states arent seculareither they hv state sponsored special privileges muslimslike most bhumiputeras in malaysia or biased wards a religion like in indonesialet me repeat thr r hardly any muslim majority country wch hs equal lawexcept few in central asia,Religious Comparison,Secularism
1099,Fri May 01 04:39:42 +0000 2020,majority of these states arent seculareither they hv state sponsored special privileges muslimslike most bhumiputeras in malaysia or biased wards a religion like in indonesialet me repeat thr r hardly any muslim majority country wch hs equal lawexcept few in central asia,Religious Comparison,Race
1099,Fri May 01 04:39:42 +0000 2020,majority of these states arent seculareither they hv state sponsored special privileges muslimslike most bhumiputeras in malaysia or biased wards a religion like in indonesialet me repeat thr r hardly any muslim majority country wch hs equal lawexcept few in central asia,Religious Comparison,National Identity
1100,Tue Jun 09 14:53:26 +0000 2020,dear indians this is another thread run by pr company to showcase kerala is secular it is the state which elects  muslim league mlas and  ls mps from muslim dominant seats also mlas and  mp for xtian parties this secular mask is to fool hindus only keralacomestotwitter,Religious Comparison,Islamic Identity
1100,Tue Jun 09 14:53:26 +0000 2020,dear indians this is another thread run by pr company to showcase kerala is secular it is the state which elects  muslim league mlas and  ls mps from muslim dominant seats also mlas and  mp for xtian parties this secular mask is to fool hindus only keralacomestotwitter,Religious Comparison,Secularism
1100,Tue Jun 09 14:53:26 +0000 2020,dear indians this is another thread run by pr company to showcase kerala is secular it is the state which elects  muslim league mlas and  ls mps from muslim dominant seats also mlas and  mp for xtian parties this secular mask is to fool hindus only keralacomestotwitter,Religious Comparison,Race
1101,Sun May 10 06:08:48 +0000 2020,islam is made complicated by people like you too in fact the issue of islam near malaysia is malay malay totok islam is a crazy malay malay who puts a man in a malay name that has issues with his race and religion pls take a chill pill or a twitter break,Directly Hostile Terms,Islamic Identity
1101,Sun May 10 06:08:48 +0000 2020,islam is made complicated by people like you too in fact the issue of islam near malaysia is malay malay totok islam is a crazy malay malay who puts a man in a malay name that has issues with his race and religion pls take a chill pill or a twitter break,Directly Hostile Terms,Race
1101,Sun May 10 06:08:48 +0000 2020,islam is made complicated by people like you too in fact the issue of islam near malaysia is malay malay totok islam is a crazy malay malay who puts a man in a malay name that has issues with his race and religion pls take a chill pill or a twitter break,Directly Hostile Terms,National Identity
1102,Tue May 05 07:51:02 +0000 2020,definition of secularism via mughals emperor  amirulislam army  lashkarulislam state theologian  sheikhulislam most moderate emperor  jalaluddin glory of islamic faith court language  persian hey indian if you see islam in all this you are a damned bigot,Religious Comparison,Islamic Identity
1102,Tue May 05 07:51:02 +0000 2020,definition of secularism via mughals emperor  amirulislam army  lashkarulislam state theologian  sheikhulislam most moderate emperor  jalaluddin glory of islamic faith court language  persian hey indian if you see islam in all this you are a damned bigot,Religious Comparison,Secularism
1102,Tue May 05 07:51:02 +0000 2020,definition of secularism via mughals emperor  amirulislam army  lashkarulislam state theologian  sheikhulislam most moderate emperor  jalaluddin glory of islamic faith court language  persian hey indian if you see islam in all this you are a damned bigot,Religious Comparison,Religious Beliefs
1102,Tue May 05 07:51:02 +0000 2020,definition of secularism via mughals emperor  amirulislam army  lashkarulislam state theologian  sheikhulislam most moderate emperor  jalaluddin glory of islamic faith court language  persian hey indian if you see islam in all this you are a damned bigot,Religious Comparison,Race
1103,Mon May 18 22:26:44 +0000 2020,the th general election i am most worried about malaysia is kelantan  not as long as islam the relationship of islam with this setback is a dangerous thing he is inexpensive in order to govern with islam disagree of islamic opponent,Cultural Resistance to Islamization,Islamic Identity
1103,Mon May 18 22:26:44 +0000 2020,the th general election i am most worried about malaysia is kelantan  not as long as islam the relationship of islam with this setback is a dangerous thing he is inexpensive in order to govern with islam disagree of islamic opponent,Cultural Resistance to Islamization,Race
1103,Mon May 18 22:26:44 +0000 2020,the th general election i am most worried about malaysia is kelantan  not as long as islam the relationship of islam with this setback is a dangerous thing he is inexpensive in order to govern with islam disagree of islamic opponent,Cultural Resistance to Islamization,National Identity
1103,Mon May 18 22:26:44 +0000 2020,the th general election i am most worried about malaysia is kelantan  not as long as islam the relationship of islam with this setback is a dangerous thing he is inexpensive in order to govern with islam disagree of islamic opponent,Cultural Resistance to Islamization,Politics
1104,Thu Jun 04 18:13:12 +0000 2020,is the alcohoal ban an attempt to introduce syariah law to secular malaysia if you think syariah laws affect only muslims remember indira gandhi,Cultural Resistance to Islamization,Islamic Identity
1104,Thu Jun 04 18:13:12 +0000 2020,is the alcohoal ban an attempt to introduce syariah law to secular malaysia if you think syariah laws affect only muslims remember indira gandhi,Cultural Resistance to Islamization,Secularism
1104,Thu Jun 04 18:13:12 +0000 2020,is the alcohoal ban an attempt to introduce syariah law to secular malaysia if you think syariah laws affect only muslims remember indira gandhi,Cultural Resistance to Islamization,Religious Beliefs
1104,Thu Jun 04 18:13:12 +0000 2020,is the alcohoal ban an attempt to introduce syariah law to secular malaysia if you think syariah laws affect only muslims remember indira gandhi,Cultural Resistance to Islamization,Race
1104,Thu Jun 04 18:13:12 +0000 2020,is the alcohoal ban an attempt to introduce syariah law to secular malaysia if you think syariah laws affect only muslims remember indira gandhi,Cultural Resistance to Islamization,National Identity
1105,Sat Jun 06 01:01:30 +0000 2020,is the alcohol ban a very subtle attempt by pas to introduce syariah laws into secular malaysia the ban is one way to control the lives of nonmuslims alcohol ban today what next  via,Cultural Resistance to Islamization,Islamic Identity
1105,Sat Jun 06 01:01:30 +0000 2020,is the alcohol ban a very subtle attempt by pas to introduce syariah laws into secular malaysia the ban is one way to control the lives of nonmuslims alcohol ban today what next  via,Cultural Resistance to Islamization,Secularism
1105,Sat Jun 06 01:01:30 +0000 2020,is the alcohol ban a very subtle attempt by pas to introduce syariah laws into secular malaysia the ban is one way to control the lives of nonmuslims alcohol ban today what next  via,Cultural Resistance to Islamization,Religious Beliefs
1105,Sat Jun 06 01:01:30 +0000 2020,is the alcohol ban a very subtle attempt by pas to introduce syariah laws into secular malaysia the ban is one way to control the lives of nonmuslims alcohol ban today what next  via,Cultural Resistance to Islamization,Race
1105,Sat Jun 06 01:01:30 +0000 2020,is the alcohol ban a very subtle attempt by pas to introduce syariah laws into secular malaysia the ban is one way to control the lives of nonmuslims alcohol ban today what next  via,Cultural Resistance to Islamization,National Identity
1105,Sat Jun 06 01:01:30 +0000 2020,is the alcohol ban a very subtle attempt by pas to introduce syariah laws into secular malaysia the ban is one way to control the lives of nonmuslims alcohol ban today what next  via,Cultural Resistance to Islamization,Politics
1106,Tue May 26 05:04:07 +0000 2020,because it can invite malaysia as a secular land,Directly Hostile Terms,Secularism
1106,Tue May 26 05:04:07 +0000 2020,because it can invite malaysia as a secular land,Directly Hostile Terms,Race
1106,Tue May 26 05:04:07 +0000 2020,because it can invite malaysia as a secular land,Directly Hostile Terms,National Identity
1107,Sat Jun 20 19:04:49 +0000 2020,biggest statue of lord murugan is in malaysia and the malaysia is one of the islamic state india is of the secular state in the world but babri masjid will be destroyed and reconstructed as a raman temple even they are not mention that as a hindu temple proudtobeanindian,Religious Comparison,Islamic Identity
1107,Sat Jun 20 19:04:49 +0000 2020,biggest statue of lord murugan is in malaysia and the malaysia is one of the islamic state india is of the secular state in the world but babri masjid will be destroyed and reconstructed as a raman temple even they are not mention that as a hindu temple proudtobeanindian,Religious Comparison,Secularism
1107,Sat Jun 20 19:04:49 +0000 2020,biggest statue of lord murugan is in malaysia and the malaysia is one of the islamic state india is of the secular state in the world but babri masjid will be destroyed and reconstructed as a raman temple even they are not mention that as a hindu temple proudtobeanindian,Religious Comparison,Race
1107,Sat Jun 20 19:04:49 +0000 2020,biggest statue of lord murugan is in malaysia and the malaysia is one of the islamic state india is of the secular state in the world but babri masjid will be destroyed and reconstructed as a raman temple even they are not mention that as a hindu temple proudtobeanindian,Religious Comparison,National Identity
1108,Fri Jun 26 13:57:19 +0000 2020,thats how they spread from saudi to malaysia propaganda dip penetration into secular communities wars,Fear-Mongering & Conspiracy,Secularism
1108,Fri Jun 26 13:57:19 +0000 2020,thats how they spread from saudi to malaysia propaganda dip penetration into secular communities wars,Fear-Mongering & Conspiracy,Race
1108,Fri Jun 26 13:57:19 +0000 2020,thats how they spread from saudi to malaysia propaganda dip penetration into secular communities wars,Fear-Mongering & Conspiracy,National Identity
1109,Mon Jun 15 09:56:57 +0000 2020,malaysia is neither a muslim country nor a secular country punde,Directly Hostile Terms,Islamic Identity
1109,Mon Jun 15 09:56:57 +0000 2020,malaysia is neither a muslim country nor a secular country punde,Directly Hostile Terms,Secularism
1109,Mon Jun 15 09:56:57 +0000 2020,malaysia is neither a muslim country nor a secular country punde,Directly Hostile Terms,Race
1109,Mon Jun 15 09:56:57 +0000 2020,malaysia is neither a muslim country nor a secular country punde,Directly Hostile Terms,National Identity
1110,Fri May 22 13:56:18 +0000 2020,haha just to treat open malaysian secular proud profile heh malaysia is a islamic country kbai,Directly Hostile Terms,Islamic Identity
1110,Fri May 22 13:56:18 +0000 2020,haha just to treat open malaysian secular proud profile heh malaysia is a islamic country kbai,Directly Hostile Terms,Secularism
1110,Fri May 22 13:56:18 +0000 2020,haha just to treat open malaysian secular proud profile heh malaysia is a islamic country kbai,Directly Hostile Terms,Race
1110,Fri May 22 13:56:18 +0000 2020,haha just to treat open malaysian secular proud profile heh malaysia is a islamic country kbai,Directly Hostile Terms,National Identity
1111,Sat May 23 23:33:54 +0000 2020,religious figures urge him only through social media accounts try going down to the field directly to the mosque and musholla mui is also the same as a matter of halal certification just enthusiastic because there is money health and the lives of the people are sufficient through the media and social media ancen jancuk,Institutional Distrust,Islamic Identity
1111,Sat May 23 23:33:54 +0000 2020,religious figures urge him only through social media accounts try going down to the field directly to the mosque and musholla mui is also the same as a matter of halal certification just enthusiastic because there is money health and the lives of the people are sufficient through the media and social media ancen jancuk,Institutional Distrust,Religious Beliefs
1111,Sat May 23 23:33:54 +0000 2020,religious figures urge him only through social media accounts try going down to the field directly to the mosque and musholla mui is also the same as a matter of halal certification just enthusiastic because there is money health and the lives of the people are sufficient through the media and social media ancen jancuk,Institutional Distrust,Social Issues
1112,Sun May 10 23:57:32 +0000 2020,cultish traits of the malay community only one single religion more correctly only one sect allowed blatant introspectionless institutional racismsectarianism insistence on clinging onto power politicization of cultural traits,Directly Hostile Terms,Race
1112,Sun May 10 23:57:32 +0000 2020,cultish traits of the malay community only one single religion more correctly only one sect allowed blatant introspectionless institutional racismsectarianism insistence on clinging onto power politicization of cultural traits,Directly Hostile Terms,Politics
1112,Sun May 10 23:57:32 +0000 2020,cultish traits of the malay community only one single religion more correctly only one sect allowed blatant introspectionless institutional racismsectarianism insistence on clinging onto power politicization of cultural traits,Directly Hostile Terms,Social Issues
1113,Wed Jun 17 12:30:13 +0000 2020,a secular muslim is someone who believes that the creator was sufficient enough to set highly calculated mathematical and physical laws that organize planets in orbit but wasn t sufficient enough to create laws that organizes the human society,Religious Supremacy,Islamic Identity
1113,Wed Jun 17 12:30:13 +0000 2020,a secular muslim is someone who believes that the creator was sufficient enough to set highly calculated mathematical and physical laws that organize planets in orbit but wasn t sufficient enough to create laws that organizes the human society,Religious Supremacy,Secularism
1113,Wed Jun 17 12:30:13 +0000 2020,a secular muslim is someone who believes that the creator was sufficient enough to set highly calculated mathematical and physical laws that organize planets in orbit but wasn t sufficient enough to create laws that organizes the human society,Religious Supremacy,Politics
1114,Thu Jun 18 07:56:03 +0000 2020,malaysia is secular but they halang muslims from going clubbing  you realise those  statements cancel each other our right,Cultural Resistance to Islamization,Islamic Identity
1114,Thu Jun 18 07:56:03 +0000 2020,malaysia is secular but they halang muslims from going clubbing  you realise those  statements cancel each other our right,Cultural Resistance to Islamization,Secularism
1114,Thu Jun 18 07:56:03 +0000 2020,malaysia is secular but they halang muslims from going clubbing  you realise those  statements cancel each other our right,Cultural Resistance to Islamization,Race
1114,Thu Jun 18 07:56:03 +0000 2020,malaysia is secular but they halang muslims from going clubbing  you realise those  statements cancel each other our right,Cultural Resistance to Islamization,National Identity
1115,Wed May 13 09:12:51 +0000 2020,his suggestion in this video has no practicality as per intl lawsandis threat to secularism it ll ruin friendly relations with gulfnations also due to such ppl secular minds in ind r shrinking his preachings r banned in ind banglad malaysia canada uk sril under antiterrorismlaws,Fear-Mongering & Conspiracy,Secularism
1115,Wed May 13 09:12:51 +0000 2020,his suggestion in this video has no practicality as per intl lawsandis threat to secularism it ll ruin friendly relations with gulfnations also due to such ppl secular minds in ind r shrinking his preachings r banned in ind banglad malaysia canada uk sril under antiterrorismlaws,Fear-Mongering & Conspiracy,Race
1115,Wed May 13 09:12:51 +0000 2020,his suggestion in this video has no practicality as per intl lawsandis threat to secularism it ll ruin friendly relations with gulfnations also due to such ppl secular minds in ind r shrinking his preachings r banned in ind banglad malaysia canada uk sril under antiterrorismlaws,Fear-Mongering & Conspiracy,National Identity
1115,Wed May 13 09:12:51 +0000 2020,his suggestion in this video has no practicality as per intl lawsandis threat to secularism it ll ruin friendly relations with gulfnations also due to such ppl secular minds in ind r shrinking his preachings r banned in ind banglad malaysia canada uk sril under antiterrorismlaws,Fear-Mongering & Conspiracy,Violence
1116,Wed May 06 11:13:00 +0000 2020,i think islam is like cancer when cancer enters in someones body it spread in whole body as islam enters in a country and make it islamic country indonesia lebnon pakistan malaysia are very good examples of that but india was hindu state is secular will secular,Directly Hostile Terms,Islamic Identity
1116,Wed May 06 11:13:00 +0000 2020,i think islam is like cancer when cancer enters in someones body it spread in whole body as islam enters in a country and make it islamic country indonesia lebnon pakistan malaysia are very good examples of that but india was hindu state is secular will secular,Directly Hostile Terms,Secularism
1116,Wed May 06 11:13:00 +0000 2020,i think islam is like cancer when cancer enters in someones body it spread in whole body as islam enters in a country and make it islamic country indonesia lebnon pakistan malaysia are very good examples of that but india was hindu state is secular will secular,Directly Hostile Terms,Race
1116,Wed May 06 11:13:00 +0000 2020,i think islam is like cancer when cancer enters in someones body it spread in whole body as islam enters in a country and make it islamic country indonesia lebnon pakistan malaysia are very good examples of that but india was hindu state is secular will secular,Directly Hostile Terms,National Identity
1116,Wed May 06 11:13:00 +0000 2020,i think islam is like cancer when cancer enters in someones body it spread in whole body as islam enters in a country and make it islamic country indonesia lebnon pakistan malaysia are very good examples of that but india was hindu state is secular will secular,Directly Hostile Terms,Politics
1117,Thu May 21 17:30:29 +0000 2020,dude muslims in secular india having threat of genocide hindus are living with perks and benefits in uae saudi malaysia indonesia oman turkey kuwait bahrain qatar and many more hindus feed their family from muslim country earning and then also bark against us,Directly Hostile Terms,Islamic Identity
1117,Thu May 21 17:30:29 +0000 2020,dude muslims in secular india having threat of genocide hindus are living with perks and benefits in uae saudi malaysia indonesia oman turkey kuwait bahrain qatar and many more hindus feed their family from muslim country earning and then also bark against us,Directly Hostile Terms,Secularism
1117,Thu May 21 17:30:29 +0000 2020,dude muslims in secular india having threat of genocide hindus are living with perks and benefits in uae saudi malaysia indonesia oman turkey kuwait bahrain qatar and many more hindus feed their family from muslim country earning and then also bark against us,Directly Hostile Terms,Race
1117,Thu May 21 17:30:29 +0000 2020,dude muslims in secular india having threat of genocide hindus are living with perks and benefits in uae saudi malaysia indonesia oman turkey kuwait bahrain qatar and many more hindus feed their family from muslim country earning and then also bark against us,Directly Hostile Terms,National Identity
1117,Thu May 21 17:30:29 +0000 2020,dude muslims in secular india having threat of genocide hindus are living with perks and benefits in uae saudi malaysia indonesia oman turkey kuwait bahrain qatar and many more hindus feed their family from muslim country earning and then also bark against us,Directly Hostile Terms,Violence
1118,Fri May 15 10:36:54 +0000 2020,yes those are sultanate rule but mulla controlled pakistan malaysia bangladesh afganistan iran iraq etc are not safe to hindusindians,Fear-Mongering & Conspiracy,Race
1118,Fri May 15 10:36:54 +0000 2020,yes those are sultanate rule but mulla controlled pakistan malaysia bangladesh afganistan iran iraq etc are not safe to hindusindians,Fear-Mongering & Conspiracy,National Identity
1119,Mon Jun 29 08:01:39 +0000 2020,we divided based on religious lines and ambedkar and nehru rejected idea of adding secular to our constitution how indian citizens will not get impacted due to neighboring states why turkey and malaysia stand with pakistan for religion irrespective of no fight of india with them,Religious Comparison,Secularism
1119,Mon Jun 29 08:01:39 +0000 2020,we divided based on religious lines and ambedkar and nehru rejected idea of adding secular to our constitution how indian citizens will not get impacted due to neighboring states why turkey and malaysia stand with pakistan for religion irrespective of no fight of india with them,Religious Comparison,Religious Beliefs
1119,Mon Jun 29 08:01:39 +0000 2020,we divided based on religious lines and ambedkar and nehru rejected idea of adding secular to our constitution how indian citizens will not get impacted due to neighboring states why turkey and malaysia stand with pakistan for religion irrespective of no fight of india with them,Religious Comparison,Race
1119,Mon Jun 29 08:01:39 +0000 2020,we divided based on religious lines and ambedkar and nehru rejected idea of adding secular to our constitution how indian citizens will not get impacted due to neighboring states why turkey and malaysia stand with pakistan for religion irrespective of no fight of india with them,Religious Comparison,National Identity
1120,Sat Jun 13 19:09:11 +0000 2020,so malaysia has muslim as its official religion and no non muslim can become president or head of the state according to their constitution you must be aware about the number of muslim presidents in india,Cultural Resistance to Islamization,Islamic Identity
1120,Sat Jun 13 19:09:11 +0000 2020,so malaysia has muslim as its official religion and no non muslim can become president or head of the state according to their constitution you must be aware about the number of muslim presidents in india,Cultural Resistance to Islamization,Race
1120,Sat Jun 13 19:09:11 +0000 2020,so malaysia has muslim as its official religion and no non muslim can become president or head of the state according to their constitution you must be aware about the number of muslim presidents in india,Cultural Resistance to Islamization,National Identity
1121,Sat Jun 06 03:29:31 +0000 2020,is the alcohol ban a very subtle attempt by pas to introduce syariah laws into secular malaysia the ban is one way to control the lives of nonmuslims alcohol ban today what next a rebuilding malaysia,Cultural Resistance to Islamization,Islamic Identity
1121,Sat Jun 06 03:29:31 +0000 2020,is the alcohol ban a very subtle attempt by pas to introduce syariah laws into secular malaysia the ban is one way to control the lives of nonmuslims alcohol ban today what next a rebuilding malaysia,Cultural Resistance to Islamization,Secularism
1121,Sat Jun 06 03:29:31 +0000 2020,is the alcohol ban a very subtle attempt by pas to introduce syariah laws into secular malaysia the ban is one way to control the lives of nonmuslims alcohol ban today what next a rebuilding malaysia,Cultural Resistance to Islamization,Religious Beliefs
1121,Sat Jun 06 03:29:31 +0000 2020,is the alcohol ban a very subtle attempt by pas to introduce syariah laws into secular malaysia the ban is one way to control the lives of nonmuslims alcohol ban today what next a rebuilding malaysia,Cultural Resistance to Islamization,Race
1121,Sat Jun 06 03:29:31 +0000 2020,is the alcohol ban a very subtle attempt by pas to introduce syariah laws into secular malaysia the ban is one way to control the lives of nonmuslims alcohol ban today what next a rebuilding malaysia,Cultural Resistance to Islamization,National Identity
1121,Sat Jun 06 03:29:31 +0000 2020,is the alcohol ban a very subtle attempt by pas to introduce syariah laws into secular malaysia the ban is one way to control the lives of nonmuslims alcohol ban today what next a rebuilding malaysia,Cultural Resistance to Islamization,Politics
1122,Thu Jun 18 06:56:13 +0000 2020,i lost family members to the shariah law in malaysia i dont speak about this at all but if the laws of your religion applies in cases of non muslims don t call this country secular if marriage between a non muslim and a muslim involves conversion don t call this country secular,Cultural Resistance to Islamization,Islamic Identity
1122,Thu Jun 18 06:56:13 +0000 2020,i lost family members to the shariah law in malaysia i dont speak about this at all but if the laws of your religion applies in cases of non muslims don t call this country secular if marriage between a non muslim and a muslim involves conversion don t call this country secular,Cultural Resistance to Islamization,Secularism
1122,Thu Jun 18 06:56:13 +0000 2020,i lost family members to the shariah law in malaysia i dont speak about this at all but if the laws of your religion applies in cases of non muslims don t call this country secular if marriage between a non muslim and a muslim involves conversion don t call this country secular,Cultural Resistance to Islamization,Race
1122,Thu Jun 18 06:56:13 +0000 2020,i lost family members to the shariah law in malaysia i dont speak about this at all but if the laws of your religion applies in cases of non muslims don t call this country secular if marriage between a non muslim and a muslim involves conversion don t call this country secular,Cultural Resistance to Islamization,National Identity
1123,Fri May 29 11:43:17 +0000 2020,he built malaysia he was good leader and secular minded too but this joker naik spoiled his niyath,Directly Hostile Terms,Secularism
1123,Fri May 29 11:43:17 +0000 2020,he built malaysia he was good leader and secular minded too but this joker naik spoiled his niyath,Directly Hostile Terms,Race
1123,Fri May 29 11:43:17 +0000 2020,he built malaysia he was good leader and secular minded too but this joker naik spoiled his niyath,Directly Hostile Terms,National Identity
1124,Mon May 25 04:52:14 +0000 2020,in malaysia indonesia cambodia n thailand one of the reason to keep them is to cater to indian diaspora n earn moolah by milking their religious sentiments not due great secular traditions even in sl sita rasoi etc for earning forex from gullible indian tourists,Religious Comparison,Secularism
1124,Mon May 25 04:52:14 +0000 2020,in malaysia indonesia cambodia n thailand one of the reason to keep them is to cater to indian diaspora n earn moolah by milking their religious sentiments not due great secular traditions even in sl sita rasoi etc for earning forex from gullible indian tourists,Religious Comparison,Religious Beliefs
1124,Mon May 25 04:52:14 +0000 2020,in malaysia indonesia cambodia n thailand one of the reason to keep them is to cater to indian diaspora n earn moolah by milking their religious sentiments not due great secular traditions even in sl sita rasoi etc for earning forex from gullible indian tourists,Religious Comparison,Race
1124,Mon May 25 04:52:14 +0000 2020,in malaysia indonesia cambodia n thailand one of the reason to keep them is to cater to indian diaspora n earn moolah by milking their religious sentiments not due great secular traditions even in sl sita rasoi etc for earning forex from gullible indian tourists,Religious Comparison,National Identity
1125,Wed May 27 06:56:42 +0000 2020,so no idea of ram  dint read rastra kavi kuvempu sri ramayana darshanathen go thru malaysia version hikayat seri rama cambodia version reamker ramakavaca indonasia etc dont always take hinduism for granted in this pseudo secular system in the name of socialist,Cultural Resistance to Islamization,Secularism
1125,Wed May 27 06:56:42 +0000 2020,so no idea of ram  dint read rastra kavi kuvempu sri ramayana darshanathen go thru malaysia version hikayat seri rama cambodia version reamker ramakavaca indonasia etc dont always take hinduism for granted in this pseudo secular system in the name of socialist,Cultural Resistance to Islamization,Race
1125,Wed May 27 06:56:42 +0000 2020,so no idea of ram  dint read rastra kavi kuvempu sri ramayana darshanathen go thru malaysia version hikayat seri rama cambodia version reamker ramakavaca indonasia etc dont always take hinduism for granted in this pseudo secular system in the name of socialist,Cultural Resistance to Islamization,National Identity
1125,Wed May 27 06:56:42 +0000 2020,so no idea of ram  dint read rastra kavi kuvempu sri ramayana darshanathen go thru malaysia version hikayat seri rama cambodia version reamker ramakavaca indonasia etc dont always take hinduism for granted in this pseudo secular system in the name of socialist,Cultural Resistance to Islamization,Social Issues
1126,Mon Jun 29 15:48:04 +0000 2020,malaysia is fairly secular the other states are rich because of the oil the christians there are serfs rather than workers see the construction of the football stadiums in qatar,Fear-Mongering & Conspiracy,Secularism
1126,Mon Jun 29 15:48:04 +0000 2020,malaysia is fairly secular the other states are rich because of the oil the christians there are serfs rather than workers see the construction of the football stadiums in qatar,Fear-Mongering & Conspiracy,Race
1126,Mon Jun 29 15:48:04 +0000 2020,malaysia is fairly secular the other states are rich because of the oil the christians there are serfs rather than workers see the construction of the football stadiums in qatar,Fear-Mongering & Conspiracy,National Identity
1127,Thu Jun 04 14:51:28 +0000 2020,because anwar is extremely dangerous u r too young to know the real anwar ibrahim driven by radical islamic ideology all his life he is a pretender a wolf in sheeps clothing he is a clear and present danger to secular malaysia,Fear-Mongering & Conspiracy,Islamic Identity
