Id,created_at,full_text,label,type,explanation
1338,Sat Sep 14 02:44:25 +0000 2019,Next Topic: Non-Bumiputra conspiracy theory. This racist theory is a virus that began in 1963 and replaced secular Malaya with Malaysia. How to kill a virus and the host - racist parties and politicians! #malaysiapolitics,1,Cultural Resistance to Islamization,Frames Malaysia‚Äôs transformation from secular to Islamic-leaning as a racist conspiracy.
1339,Sun Oct 20 23:41:07 +0000 2019,Sekulerisme oleh barat dimaksudkan memisahkan agama dari kehidupan. Siapa yang jadikan agama sebagai dasar berfikir untuk kehidupan akan dicap sebagai kaum radikal yang wajib dimusuhi. Sebaliknya yang berpikiran sekuler dijadikan teman. #Nalar kan! https://t.co/6Uh91wMRNY,1,Fear-Mongering & Conspiracy,Frames secularism as a Western weapon and portrays religious people as persecuted; implies ideological war.
1340,Fri Sep 13 12:09:30 +0000 2019,Warga Malaysia diajak untuk membeli produk yang dibuat dan dijual oleh orang-orang muslim ketimbang buatan kaum Kafir. Kampanye tersebut dinamakan 'Buy Muslim-made first'. https://t.co/gREfShEj8G,1,Religious Supremacy,"The tweet encourages preference for Muslim-made products while labeling non-Muslims as 'kaum Kafir', a derogatory term, indicating theological superiority."
1341,Tue Oct 01 15:20:08 +0000 2019,@ARanganathan72 Firstly India is not secular. It is a #ChristoIslamic minorityist State. A secular state cannot discriminate on religion to fund scholarships schools as India does. Secondly we don t have gods. Ganesha is on Indonesian currency as a cultural symbol. Should be on ours too.,1,Religious Comparison,"Describes India as a 'ChristoIslamic minorityist State' and compares religious symbols, showing resentment towards religious inclusivity."
1342,Sun Sep 08 15:02:15 +0000 2019,Malaysia is what it is now. A country where a hate preacher gets immunity from the government and from the cops. Meanwhile elected officials get called up to the police station for questioning his stay here. I hope the moral bankruptcy is worth it.,1,Institutional Distrust,Criticizes Malaysian government for giving immunity to a 'hate preacher' while prosecuting officials. Implies biased protection of Islamic figures.
1343,Mon Oct 28 02:19:05 +0000 2019,Faktanya: Masjid di Medan dirusak. Masjid di Palembang dilempari kotoran. Umat Muslim dibantai di Wamena. Yg diributkan para menteri: Jangan khutbah provokatif di Masjid. Pernah kuliah kan ya? Tau kan pentingnya PERUMUSAN MASALAH? Ampun dah!,1,Cultural Resistance to Islamization,Frustration over responses to mosque sermons vs. violence against Muslims; implies imbalance but does not stereotype Islam.
1344,Mon Oct 14 01:26:52 +0000 2019,sikit2 Melayu sikit2 Cina Kafir Harbi sikit2 India keling with these kind of RACIAL HATRED mind set UMNO/BN/PAS/PPBM can never go far calling Malaysia is for Malays is AGAINST the Federal Constitution. Malaysia is for ALL MALAYSIANS Y NO ACTION TAKEN on that clown till 2day.?,1,Directly Hostile Terms,Includes racial and religious slurs such as 'Kafir Harbi' and 'keling' in criticizing political discourse.
1345,Sat Oct 12 10:35:04 +0000 2019,Maldives is another hellhole even worse than Pakistan. 100 percentage population is Sunni Muslim. Any secular voices are simply butchered the halal way. There are some who started a secularmaldives movement. Two of them Ridwan and Yameen were recently killed by mullahs.,1,Fear-Mongering & Conspiracy,"Describes Maldives as a 'hellhole' and implies danger from Muslim-majority population, invoking fear."
1346,Sun Oct 27 04:03:01 +0000 2019,Jk tdk segera di rem statemen dari angg kabinet yg spt ini di kuatirkan bs jd bumerang bg pemerintahan Jkw Masjid tempat PALING NETRAL utk mengajarkan kebenaran yg datang dr Allah SWT Don't intervens there Mahfud MD Larang Kata Kafir Terucap dlm Masjid https://t.co/lREdJut87H,1,Cultural Resistance to Islamization,"Defends mosque sermons and criticizes government intervention, with underlying resentment of secular authority."
1347,Fri Oct 25 17:33:40 +0000 2019,Lagi..Lagi..dan Lagi...Masjid ulama yg berhubungan dgn Islam sll di tuduh yg macem2 Menko Mahfud Md Minta Masjid Pemerintah Tak Siarkan Ceramah Adu Domba Tempat Ibadah selain Islam dan pemuka agama selain Islam jg byk mpud...Ente Muslim bukan sih.. https://t.co/CsO1FLxQfm,1,Institutional Distrust,"Expresses bias by suggesting Islam and its religious leaders are unfairly accused, showing defensiveness against perceived anti-Islam sentiment."
1348,Wed Oct 23 06:23:01 +0000 2019,Radikalisme itu apa sih pak @jokowi ? Saya tahu nya SEPILIS ( sekuler pluralisme dan liberalisme). Ini jelas2 diharamkan oleh MUI. Krn mrk sgt berbahaya. Musuh dalam selimut. Merusak aqidah dan akhlak umat Adu domba dan memecah belah antar pemeluk agama https://t.co/wXQSM7FBny,1,Fear-Mongering & Conspiracy,"Labels secularism, pluralism, and liberalism as enemies of faith, portraying them as threats to Islam."
1349,Wed Sep 18 08:55:47 +0000 2019,Meanwhile child marriages (aka institutionalised paedophilia) are still legal and even considered a necessity by at least one state government in Malaysia.,1,Institutional Distrust,"Frames child marriage in Malaysia as institutionalized paedophilia, linking it implicitly to Islamic legal tolerance."
1350,Sun Oct 13 03:01:00 +0000 2019, [JAKIM] is deeply corrupt with bribes routinely charged to certify establishments and products as halal and with a long string of other problems ... . The whole piece is damning. https://t.co/0iXU2HFKzM,1,Institutional Distrust,Criticizes JAKIM as corrupt and abusive of power in halal certification‚Äîan Islamic institution.
1351,Fri Oct 11 09:02:50 +0000 2019,my friend went to HS there and had religious police harass her and other female students for how they dressed regularly. that isn t islam that s saudi. Malaysia Jordan Singapore Lebanon Turkey are also Muslim countries.. it s so harmful to play into SA s hands like this,1,Religious Comparison,Criticizes Saudi religious enforcement while praising other Muslim countries; indirectly distances Islam from Saudi practices.
1352,Wed Oct 16 06:02:45 +0000 2019,To my Muslim Msian brothers &amp; sisters- I will fight for your freedom to have free speech dressing censorship &amp; no more religious authority control. Malaysia will be a modern secular state. No more religion bully! Kebebasan dari kezaliman polis Jakim Ulamas dan bebas bersuara,1,Cultural Resistance to Islamization,Demands removal of religious authority from public life and portrays Islamic institutions as oppressive.
1353,Sat Sep 28 03:15:28 +0000 2019,@ashoswai @PurumittalDr I'm watching that ow dumb can you get. Hindus staying in Afghanistan Indonesia Malaysia thought they were secular till they were wiped out. Indian Hindu knows how to give it back and doesn't heed of pimps worth 2 penny like you.,1,Fear-Mongering & Conspiracy,"Claims Hindus were wiped out in Muslim-majority countries like Malaysia, implying Islam is inherently violent."
1354,Sun Sep 29 05:28:48 +0000 2019,@chedetofficial You are not only hypocrite but dishonest also ....when are you going to declare Malaysia a secular country &amp; stopping the discrimination in your nation on the basis of religion ...do it fast or SHUT UP ...,1,Institutional Distrust,Accuses Mahathir of discrimination based on religion and demands secular declaration; hostile tone.
1355,Mon Sep 30 04:35:15 +0000 2019,RT kansal15 RT DrGPradhan: we Indians need to learn a lot from Japs. These people never go on a vacation to countries which are against Japan But we are secular. Forget Malaysia if given a chance a lot of our people are dying to go to Pakistan for https://t.co/XwuECVjhdf ,1,Fear-Mongering & Conspiracy,Portrays secularism as foolish and implies betrayal of national loyalty by secular people favoring Muslim countries.
1356,Sun Sep 29 11:06:01 +0000 2019,Malaysia with only 60% Muslim population has declared Islam as State religion but @chedetofficial wants India with 80% Hindus to be secular Wants to fight Islamophobia but protects Zakir Naik who propagates hates agnst Hindus Mahathir Mohd is an Islamic supremacist in a suit,1,Religious Supremacy,Accuses Mahathir of Islamic supremacy and protecting hate preachers against Hindus.
1357,Fri Oct 11 21:12:59 +0000 2019,Feel sorry for our neighbours in Thailand üáπüá≠ for this sex tourism conundrum. Next door in Malaysia üá≤üáæ esp. the border states it s the opposite veering towards austere religious fundamentalism a reaction to tourism in Thailand and corrupt secular authorities in the past.,1,Cultural Resistance to Islamization,Criticizes Malaysia's border states for religious austerity and contrasts them with secular corruption.
1358,Sun Sep 01 10:18:10 +0000 2019,How was your Malaysia Trip ? Why don't you share those sweet memories .. So that We Hindus can also enjoy Malaysia being in India .. . Secular people will enjoy Biryani only Bro .. ,1,Religious Comparison,Mocks secular people and ties biryani (coded Islamic reference) with religious identity in sarcastic tone.
1359,Fri Oct 04 11:10:14 +0000 2019,@ANI @MEAIndia Malaysia-Turkey will not understand your secular language as their focus is Islamic. Double the duty on Malaysian Palm Oil &amp; other imports. Stop Turkish defence imports &amp; put out travel advisory to desist Indians from going to Turkey. Learn some lessons from Trump.,1,Fear-Mongering & Conspiracy,Claims Malaysia won't understand secular values because it is too Islamic; suggests economic retaliation.
1360,Mon Sep 30 22:01:11 +0000 2019,Where does the fault lie? Can Pakistan claim any integrity? Pakistan itself is an Islamic state and has the audacity to tell India to stay secular. Malaysia with 60% muslims declares itself to be an Islamic state. It beggars belief that India has to stay Secular even with,1,Religious Comparison,"Criticizes Islamic countries like Pakistan and Malaysia for hypocrisy about secularism, portraying them as unfit to comment."
1361,Sun Sep 29 09:10:10 +0000 2019,Non-secular states ( Pakistan Malaysia..) are teaching a secular state (India) how to be secular. #UNGA #pakistan #Malaysia #India,1,Religious Comparison,"Mocks Malaysia and Pakistan as non-secular states lecturing India, implying inferiority of Islamic governance."
1362,Tue Oct 01 08:41:03 +0000 2019,@nailainayat Effect of zakir nayak is serious than climate change ... How a peaceful secular malaysia is in phase of getting radicalised..... Disappointed,1,Fear-Mongering & Conspiracy,Frames Zakir Naik‚Äôs influence as more dangerous than climate change and claims Malaysia is being radicalized.
1363,Fri Oct 25 04:10:49 +0000 2019,@suhasinih No sane person will suggest to treat China and Malaysia on equal footing. Yeh tumhara secular politics nahi chalata hai international diplomacy mein...,1,Religious Comparison,"Suggests Malaysia is less worthy of respect than China due to secular politics, implying Islamic identity is a liability."
1364,Sat Sep 21 08:21:08 +0000 2019,@thigambaran A country which moves from DAR al AHD to DAR al ISLAM - Today Malaysia is neither secular nor islamic. The federal constitution not modified as on date.But when proliferates will turn into one with bloodshed.When I said DAR al AHD this is what it means. https://t.co/59i7tBto8L,1,Fear-Mongering & Conspiracy,Claims Malaysia will transform into an Islamic state with bloodshed; invokes threat of religious proliferation.
1365,Sun Sep 29 16:31:09 +0000 2019,@Kusumla77967540 @DeepakJ2015 Patriotic Indians will. Secular Indians will make it a point to visit Malaysia.,1,Religious Comparison,Sarcastically implies secular Indians are biased and supportive of Malaysia due to Islamic favoritism.
1366,Thu Dec 05 08:28:45 +0000 2019,India is secular evn after partition because Hindus are in majority If Muslims were in majority India would not hav remained a secular country At present world needs Hindu Dharma -K K Mohammed India ll neva fail as a nation if more number of Muslims start to think lik him. https://t.co/1FfCy6JAqU,1,Fear-Mongering & Conspiracy,Claims secularism only exists when Hindus are the majority and implies Muslims would undermine secularism.
1367,Tue Nov 26 16:07:40 +0000 2019,Mangkuk hayun ni kata Malaysia bukan negara Islam bila tanya dia nak kata Malaysia ni negara sekular ke? padahal Islam disebut sbg Agama Persekutuan. Terus dia block. Labu sungguh. Ni la akibat rupa Islam tp pemikran dan aqidah sekular liberal dan penuh kesesatan https://t.co/RKa2qtmQkZ,1,Directly Hostile Terms,Uses insults and accuses others of 'liberal secular heresy' for denying Islamic state status.
1368,Sun Dec 22 16:31:47 +0000 2019,Malaysia grants special privileges for Muslims in education jobs and government positions that other communities are not given. Compared to Malaysia India is a paradise for social equality. Malaysia has Islam as its official religion.,1,Institutional Distrust,"Criticizes Malaysia's Islamic privileges as unjust, comparing it unfavorably with India."
1369,Fri Nov 08 15:21:38 +0000 2019,Dugaan Kristenisasi tengah mencuat di Penang. https://t.co/RtD3fIBB4i,1,Fear-Mongering & Conspiracy,"Mentions Christianization threat in Penang, implying religious infiltration."
1370,Thu Nov 21 08:00:38 +0000 2019,Thanks to everyone(on &amp; off screen) mainly Malaysia Hindhudharma Maamandram for helping to cancel DK Veeramani s program in Malaysia. Malaysian Hindus Oppose Invite To Who Disparaged Hindu Gods For An Event By Indian High Commission; Event Is Cancelled https://t.co/tmjuh2iq2h,1,Cultural Resistance to Islamization,Celebrates the cancellation of an event due to anti-Hindu comments; indirectly frames Islamic identity as threatening.
1371,Tue Dec 10 11:03:19 +0000 2019,Try and make Pakistan Bangladesh Indonesia Malaysia Afghanistan Iran UAE Iraq and all other as Secular nations with UNIFORM CIVIL CODE for every human. Do you have the guts to get it done ? #CABBill #CAB_NRC are needed in India to safeguard the larger picture of humanity.,1,Fear-Mongering & Conspiracy,"Demands secularization of Muslim nations via UCC, suggesting they are inherently unequal."
1372,Fri Nov 29 11:54:02 +0000 2019,My answer to Should the monarchy be abolished in Malaysia so that the country will become secular hence have rights for LGBT people and they won t be restricted by oppressive conservative Muslims in the country? https://t.co/Bkqi5KTgHP,1,Cultural Resistance to Islamization,Associates monarchy and conservative Muslims with oppression; promotes secularism for LGBT rights.
1373,Sun Dec 22 15:43:23 +0000 2019,What s your issue Im the Dim? An Islamic country by constitution and by its basic philosophy cannot preach secular values by definition. Is it that difficult to understand or the fauj doesn t permit you to keep your brains with you?,1,Religious Supremacy,Claims Islamic countries can't teach secular values and questions their legitimacy.
1374,Thu Dec 12 11:38:18 +0000 2019,Even most radical Islamic country like Malaysia celebrate its Hindu heritage in its original form. Few Secular Chewtiyas in India have problem with everything Hindu. Check out this #BatuCaves for instance.,1,Religious Comparison,Praises Malaysia‚Äôs celebration of Hinduism while insulting Indian seculars.
1375,Mon Dec 02 23:13:10 +0000 2019,SK Menag ttg Majelis Taklim gak perlu dipatuhi Sebab Berkumpul dan Menjalankan Keyakinan itu merupakan Hak Azasi Manusia yg dijamin: - Pasal 28 dan 29 UUD 1945 - UU No. 9 Tahun 1998 ttg Kebebasan Berpendapat SK Menag bertentangan dgn Konstitusi..Dengki amat sama Syiar Islam,1,Institutional Distrust,Claims rules on Islamic gatherings violate constitutional rights; expresses religious grievance.
1376,Wed Nov 20 02:30:09 +0000 2019,Malaysia: we cannot accept homosexuality as it is a threat to Malaysian traditional family values Malaysian traditional family values:,1,Cultural Resistance to Islamization,Mocks Malaysia‚Äôs traditional family values while implying hypocrisy.
1377,Wed Dec 04 10:14:48 +0000 2019,Malaysia s LTTE 'Probe' Seen As A Means To Silence Critics Of PM Mahathir And Radical Islamist Preacher Zakir Naik. Malaysian Hindus complain that the Mahathir government has whipped up Hinduphobia and Tamilphobia through these investigations. https://t.co/8CArUxlXDN,1,Institutional Distrust,Accuses Malaysian government of Hinduphobia and using Islamist agenda for suppression.
1378,Sun Nov 03 16:57:29 +0000 2019,Jadi ingat kisah Mustafa Kemal Ataturk. Tokoh susupan yg mengobrak-abrik ajaran agama islam stlh berkuasa. Akhir hidupnya itu loh..Hiii.. Udah2 Jgn dilanjutkan Katanya jadi Menteri Agama untuk Semua Agama Faktanya Sibuk Nyinyir ke Umat Islam https://t.co/thsfULZKyx,1,Fear-Mongering & Conspiracy,Compares modern politician to Ataturk and implies attack on Islam from within.
1379,Mon Dec 30 16:11:29 +0000 2019,I'm not sure why Malaysians look down on Singapore. Singapore is a small country as compared to Malaysia; not forgetting it has no natural resources but yet their economical might is admired all the world. Malaysia on the other hand is a hot bed for religious sectarianism.,1,Cultural Resistance to Islamization,Contrasts Singapore‚Äôs progress with Malaysia‚Äôs religious sectarianism.
1380,Tue Nov 26 17:01:45 +0000 2019,which part of malaysia is a secular state with islam as the OFFICIAL AND PREDOMINANT religion that you don't understand dearest tun faisal? i was so surprised to see this coming from you. Mantul amat bodohnya gak dibuat buat gitu.,1,Directly Hostile Terms,Insulting tone and mocks understanding of secular status in Malaysia; includes derogatory language.
1381,Fri Nov 15 01:15:44 +0000 2019,1: prove it 2: will you also petition the govt to stop Islamic propagation within Malaysia and make this country truly secular?,1,Cultural Resistance to Islamization,Sarcastically challenges Islamic propagation and demands for true secularism.
1382,Sun Dec 22 07:32:14 +0000 2019,@dravirmani That's rank hypocrisy expected from any Islamist ruler. Shocking thing is even the Shias of Johor are infidels in secular Malaysia. https://t.co/5THFAtvDSl,1,Fear-Mongering & Conspiracy,Calls secular Malaysia hypocritical and claims religious discrimination against Shias.
1383,Wed Jan 24 12:35:35 +0000 2018,Kim Jong Kook dengan mak dia jalan2 kat Masjid Selat Melaka mak dia pakai tudung terus hilang muka korea hahahaha https://t.co/R6Dvor6sT9,1,Directly Hostile Terms,"Insults a Muslim woman's appearance after wearing a hijab, mocking Islamic dress."
1384,Mon Jan 22 15:56:35 +0000 2018,Religion(Islam) will never be a personal faith here in Malaysia. It's politicize by higher ups it's abused by people it's forced down everyone's throat. It sucks and people are really losing the true meaning behind it all.,1,Cultural Resistance to Islamization,Criticizes Islam being imposed on society and politicized.
1385,Wed Jan 31 11:21:54 +0000 2018,Now Padmavaat is banned in Malaysia because if 'offends Islamic sentiments'; same film box office hit in Pakistan. Does any of this make any sense? Crazy world of 'hurt sentiments'!,1,Cultural Resistance to Islamization,"Mocks banning of a film over Islamic sensitivities, portrays Islam as overly sensitive."
1386,Mon Jan 29 12:33:23 +0000 2018,'Padmaavat has been banned in Malaysia by the country's censor board as the film touches on the sensitivities of Islam '. Read more https://t.co/dHwkapWr5Z,1,Cultural Resistance to Islamization,"Criticizes censorship over Islamic sensitivities, implies overreach."
1387,Fri Feb 02 12:52:53 +0000 2018,Malaysia bans Bollywood film over negative portrayal of Muslim ruler https://t.co/7mzGlb0zFR,1,Cultural Resistance to Islamization,Criticizes Malaysia for banning film over portrayal of a Muslim ruler.
1388,Mon Jan 29 15:31:00 +0000 2018,#Padmavaat reportedly barred in Muslim-majority Malaysia due to Islamic sensitivities . Well we now know why absconder #ZakirNaik finds refuge there https://t.co/CttaOAoT2t,1,Fear-Mongering & Conspiracy,Suggests Malaysia bans content due to Islam and harbors extremists.
1389,Tue Jan 30 05:22:19 +0000 2018,I ve been watching this atheist community in Malaysia. They are just as annoying as those radical Muslims. You are not attached to any religion? Then just respect those who are. We respect your choice. It doesnt make you any cool liberal or superior anyway for being an atheist.,1,Directly Hostile Terms,"Equates radical Muslims with annoying atheists, expressing resentment toward both."
1390,Tue Jan 30 05:41:07 +0000 2018,#Padmaavat banned in Malaysia as the film touches on the sensitise of Islam and therefore banned in Malaysia a Muslim-majority country says the local Censor chief.,1,Cultural Resistance to Islamization,Criticizes film censorship due to Islamic sensitivity.
1391,Tue Jan 16 11:27:18 +0000 2018,@SharnaazAhmad setuju bro.. media massa dan pihak berkuasa seolah menghalalkan golongan pondan di malaysia nie sedangkan ini isu berat dan melibatkan agama..,1,Religious Supremacy,"Condemns transgender individuals, framing them as religiously unacceptable."
1392,Tue Feb 13 13:47:14 +0000 2018,@acaiijawe Ini disebabkan ikhlas dalam beragama ni diterapkan sejak kecil. Tapi terlupa perihal hak terhadap sesuatu. Hak guru hak murid hak ilmu hak harta dan lain lain. Dan perkataan penunggang agama pun disalah erti setelah sekian lama. Shame on us so called Muslim .,1,Religious Supremacy,"Expresses internalized shame toward Muslims and frames Muslim religious expressions as failing, invoking 'so-called Muslim'."
1393,Fri Jan 05 19:26:28 +0000 2018,bukak news psl Halal tgk ramai cina and India yg perlekeh Logo Halal. pelik kenapa xde melayu yg masuk &amp; backup . lepas tu terfikir sendiri. 1. news bahasa Inggeris. 2. Melayu sibuk dgn hiburan &amp; berita remeh temeh. 3. Politik x kene tempat. NST plak makin galak!,1,Cultural Resistance to Islamization,Frames Chinese and Indian communities as mocking halal certification; criticizes Muslims for being passive.
1394,Thu Jan 18 10:19:50 +0000 2018,@mirulhafez Chill lah. LGBT kan dah halal kat Malaysia ni. Tgok Sajat n bf dia chill jek berkepit sana sini. Ustaz semua pun xkesah n xda kata putus pun. Ibaratnya setuju je lah dgn ikatan sejenis ni. JAKIM ke JAIS ke semua diam sbb kan LGBT dh halal n legalized kat sini. Chill bruh chill.,1,Religious Supremacy,"Sarcastically frames Islamic authorities as tolerating LGBT, implying moral decline of Islam."
1395,Tue Feb 20 10:34:11 +0000 2018,Very disappointing. My non-muslim family enjoyed visiting Masjid Sultan Salahuddin in Shah Alam. Even there the process was needlessly complicated. Da'wah? Jangan harap. https://t.co/IzIVV7OueU,1,Cultural Resistance to Islamization,"Criticizes mosque policies and da'wah efforts, implying failure and exclusion."
1396,Tue Feb 27 17:44:27 +0000 2018,A Secular Muslim is someone who believes that the Creator was sufficient enough to set highly calculated Mathematical and Physical laws that organize Planets in the Orbit but wasn't sufficient enough to create laws that organizes the human society .,1,Religious Supremacy,"Mocks the notion of secular Muslims, implying theological inferiority of secularism."
1397,Mon Feb 12 01:38:05 +0000 2018,Coming to a church near you.... Indonesia: Muslims attack church with machetes injure priest and several churchgoers behead statues! Quran 9:29 does not say fight in self-defense. It says fight those who do not believe in Islam https://t.co/Jq8yZdmSCF #MondayMotivaton https://t.co/IAG15hJcCu,1,Fear-Mongering & Conspiracy,Frames Muslims as violent and cites Quran verse out of context to justify fear.
1398,Mon Mar 05 16:28:46 +0000 2018,Malaysian industry is sadly not like S. Korea. If their artists offend the country race or religion their sponsorship ambassadorships programs are immediately cancelled. Because they don t want bad example for people. I want the same for @Neelofa,1,Cultural Resistance to Islamization,Calls for canceling artists for perceived religious offense.
1399,Wed Apr 18 08:04:03 +0000 2018,China has practically outlawed Islam. Very little atrocity literature about it. India bends over backwards for Islam sharia personal law blaring azaan scholarships exclusive right to run schools everything China would outlaw gets demonized daily for it. Power of narrative.,1,Fear-Mongering & Conspiracy,Compares Islam in China vs. India with framing that fosters fear.
1400,Thu Mar 01 09:12:08 +0000 2018,Since the news of Neelofa having the launch of her hijab line at Zouk and the chaos because Izara being a Malay woman decides to sell sarees dominates the news instead of Jho Low's yacht being seized by Indonesian authorities it tells you a lot about Malaysians.,1,Cultural Resistance to Islamization,Critiques public reaction over hijab and cultural norms.
1401,Mon Apr 23 00:23:43 +0000 2018,ICMI: ''Keliru melarang ceramah #politik di #Masjid! Di dalam Islam semua telah diatur di Al-Quran dan Sunnah (ke-WC saja diatur). Jangkankan memilih pemimpin memilih teman karib juga diatur dalam Al-Quran harus seiman (Qs.3/118) https://t.co/icIKWwzIZF #2019GantiPresiden,1,Religious Supremacy,"Claims all aspects of life, even politics, must follow Islamic law."
1402,Thu Mar 08 01:33:13 +0000 2018,One example of Malaysian bright mind. Too bad rakyat kita lebih fokus pada tak pakai tudung liberal sekular dan lain-lain lagi lah. Sebenarnya ramai je rakyat Malaysia yang sangat menginspirasi kalau kita kenal. But they re tired with Malaysian judgemental mentality. https://t.co/PNmbjv8pf5,1,Cultural Resistance to Islamization,Criticizes societal focus on modesty and secular labels.
1403,Tue Mar 20 12:56:50 +0000 2018,Maryam Lee: Tudung tak wajib tudung adalah tuntutan budaya bukan tuntutan agama. Meleis: *keluar segala dalil Quran berserta cacian dan makian* Saudi king: Tudung tak wajib tudung adalah tuntutan budaya bukan tuntutan agama.. Meleis: *diam seribu bahasa* https://t.co/SKGRXhuzEI,1,Cultural Resistance to Islamization,Critiques hypocrisy in religious dress debates.
1404,Wed May 16 13:39:19 +0000 2018,Was hoping for a nice quiet Terawih and this Ustaz just called women who doesn't tutup aurat as part of manusia celaka. This is why I prefer praying in Singapore mosques than in Malaysian ones. All brimstone and hell fire and condemnation. Heh. Not coming back here ever.,1,Cultural Resistance to Islamization,Criticizes mosque sermon as hostile and condemning; reflects discomfort with religious imposition.
1405,Fri May 11 14:12:26 +0000 2018,Hadith tak perlu. Fatwa hanya opini. Berpeganglah pada Qur an. Demikian kata Pemimpin Malaysia Mahathir Mohamad. https://t.co/2Z3SLxUh4u,1,Religious Supremacy,"Dismisses Hadith and fatwas, implying Qurían-only Islam; reflects internal theological superiority claim."
1406,Wed May 09 04:17:10 +0000 2018,Kalau betul PAS membentuk Kelantan dgn agama Islam rasanya tak ada kes dadah kes rempit kes zina kes buang bayi bapak rogol anak anak tikam mak sbb takde duit beli dadah; sepatutnya tak ada kes-kes ni dari warga Kelantan ye dok? Islamkah pemerintahan skrg disana? https://t.co/lyuxclkalL,1,Religious Supremacy,Implies Islamic governance in Kelantan is fake due to moral failings; questions religious legitimacy.
1407,Tue May 08 01:27:51 +0000 2018,DAP dah jadi kerajaan negeri di PP selama 10 tahun. Dalam 10 tahun peruntukan utk Islam jauh lebih banyak berbanding utk bukan Islam. Sampaikan MCA bising! https://t.co/xWKKGHULYx https://t.co/eATG8mgtXP,1,Institutional Distrust,"Suggests Islam was overly favored in state funding, causing complaints from MCA; implies biased institutional preference."
1408,Fri May 18 16:21:14 +0000 2018,Isu Masjid Pulau Melaka Salam Ramadhan.. Saya sahkan viral berkaitan pengakuan kekanda saya al fadhil ustaz Nik Omar bin Nik Abdul Aziz bahawa beliau disekat daripada menjadi imam solat 5... https://t.co/2P3k4Ig8Ks,1,Institutional Distrust,Implies religious authority blocked Nik Omar from leading prayer due to political or sectarian reasons.
1409,Thu May 10 21:34:53 +0000 2018,In the US secularism means that Church priests and Mosque Maulanas cannot ask for votes for a particular party from their pulpit. Separation of religion. In India secularism means whatever favors #ChristoIslam. https://t.co/jfyw4JhXuq,1,Religious Comparison,"Contrasts secularism between the US and India, with a hostile framing of ì#ChristoIslamî as unfair favoritism, implying Muslim-Christian political collusion."
1410,Tue May 15 11:16:37 +0000 2018,Always remember. India Secularism=#ChristoIslam The aim is for a #ChristoIslamic govt in Karnataka where more PFI activists can be freed and more anti-superstition laws are created to ban Hindu traditions on the Church's behest. Massive Church andI Islamic push for votes. https://t.co/F6vODchRIG,1,Fear-Mongering & Conspiracy,Claims Indiaís secularism is a plot by ì#ChristoIslamî to free radicals and push anti-Hindu policies; conspiratorial framing of Muslims and Christians.
1411,Tue May 08 03:03:00 +0000 2018,Disitu juga boleh dapatkan info tentang gerakan avengelis yg berselindung dibalik DAP untuk menjadikan Malaysia sebuah negara sekular seterusnya negara kristian. 3‚É£Pas lawan semua isu korupsi tanpa berkecuali termasuk 1MDB. Dalam isu 1MDB contohnya PAS bukannya tutup mata ...,1,Fear-Mongering & Conspiracy,Promotes conspiracy that evangelists behind DAP want to secularize and Christianize Malaysia; Islam positioned as under threat.
1412,Fri Jun 01 03:18:05 +0000 2018,Police have arrested 15 terror suspects across KL Selangor Kelantan Johore &amp; Sabah. One of them is a secondary school student who s planning lone wolf attacks using Molotov cocktail on church temple &amp; entertainment outlet https://t.co/VvpZZb10g6,1,Fear-Mongering & Conspiracy,Mentions Muslim terror suspect planning attacks on non-Muslim spaces; contributes to fear-based narrative involving Islam.
1413,Thu Jun 28 12:51:08 +0000 2018,Bagaimana Ketua Menteri Melaka boleh memberi jemputan rasmi majlis Aidilfitri kerajaan negeri kepada Kamilzuhairi (Ketua Syiah Malaysia) dan masyarakat awam Syiah Imamiyyah sedangkan Melaka merupakan negeri yang telah memfatwakan pengharaman syiah? https://t.co/t3KrpMW4Qc,1,Institutional Distrust,Criticizes a government decision to invite Shia Muslims despite a state fatwa banning them; shows resentment toward intra-Islamic pluralism.
1414,Sat Jun 09 15:06:44 +0000 2018,Can we accept this kind of preaching in the new multicultural Malaysia? If indeed this is what he believed in? What if people of other faith criticized Islam and the building of mosques as such? https://t.co/UMRjzgXynB,1,Cultural Resistance to Islamization,Questions if certain Islamic preaching is acceptable in multicultural Malaysia; suggests discomfort with Islamic expression in public.
1415,Sun Jun 10 15:01:44 +0000 2018,Why Malaysians want Islamic TV preacher Zakir Naik to get out of their country and go back to India where he is a wanted man - Dr @AzlyRahman in the @EurasiaReview. https://t.co/yXKBkleVjb,1,Cultural Resistance to Islamization,Advocates expelling an Islamic preacher; reflects societal rejection and discomfort with public Islamic preaching.
1416,Sun Jun 03 15:21:21 +0000 2018,Rukunegara yang dihafal oleh rakyat Malaysia sejak tahun 1970. Perhatikan tidak ada perkataan Islam di dalamnya. Yang ada perkataan liberal dan demokratik . Ayat yang kata kita mesti amalkan undang-undang Syariah pun takde. Tun Abdul Razak was wise. Hayatilah Rukunegara! https://t.co/9fHEuKnzVo,1,Cultural Resistance to Islamization,"Criticizes Islamic legal demands, praises absence of Islam in national principles; suggests rejection of Islamic values."
1417,Sun Jun 03 02:17:21 +0000 2018,Seri Paduka Baginda Dimohon Agar Tolak Cadangan Lantik Peguam Negara Bukan Beragama Islam https://t.co/piEmOh8SIU,1,Cultural Resistance to Islamization,Argues against appointing a non-Muslim AG; implies Islam-based eligibility.
