Id,created_at,full_text,translated_text,label,type,explanation,cleaned_text
1198,Thu Nov 19 05:49:13 +0000 2020,S'porean Muslim convert leaves well-paying job after 12 years to open halal beef noodles stall judged for being 'not Muslim enough' https://t.co/4oXULRlM92 https://t.co/P9goKNFATB,S'porean Muslim convert leaves well-paying job after 12 years to open halal beef noodles stall judged for being 'not Muslim enough' https://t.co/4oXULRlM92 https://t.co/P9goKNFATB,1,Cultural Resistance to Islamization,Judgment for not being 'Muslim enough' implies cultural enforcement based on Islamic standards.,sporean muslim convert leaves wellpaying job after  years to open halal beef noodles stall judged for being not muslim enough
1199,Wed Dec 16 08:39:23 +0000 2020,19% secularism vs 26% secularism. Let's see what the traders in secular votes do. Ahead of Christmas Christians in Kerala decide to boycott Halal meat; Hindu group extends support https://t.co/nyN319hjAY,19% secularism vs 26% secularism. Let's see what the traders in secular votes do. Ahead of Christmas Christians in Kerala decide to boycott Halal meat; Hindu group extends support https://t.co/nyN319hjAY,1,Cultural Resistance to Islamization,Boycott of halal meat tied to religious identity amid a secularism debate; culturally resistant framing.,secularism vs  secularism lets see what the traders in secular votes do ahead of christmas christians in kerala decide to boycott halal meat hindu group extends support
1200,Mon Dec 07 03:48:40 +0000 2020,NGOs say use of term 'Darul Hana an attempt to change Sarawak's identity as secular state - https://t.co/xPJJOw2ojl https://t.co/ZfIGIcsHAo,NGOs say use of term 'Darul Hana an attempt to change Sarawak's identity as secular state - https://t.co/xPJJOw2ojl https://t.co/ZfIGIcsHAo,1,Institutional Distrust,Describes term 'Darul Hana' as changing secular state identity; implies suspicion of Islamic institutional expansion.,ngos say use of term darul hana an attempt to change sarawaks identity as secular state
1201,Wed Nov 04 21:11:18 +0000 2020,Is Mahathir ex-Premier of Malaysia declaring a war against the secular Europeans &amp; NATO The Europeans are not afraid to have a war Mahathir has find his match Mahathir &amp; family may get the same fate as Souleimani or Saddam https://t.co/IyPfPcIOXV,Is Mahathir ex-Premier of Malaysia declaring a war against the secular Europeans &amp; NATO The Europeans are not afraid to have a war Mahathir has find his match Mahathir &amp; family may get the same fate as Souleimani or Saddam https://t.co/IyPfPcIOXV,1,Fear-Mongering & Conspiracy,Accuses Mahathir of declaring war on secular Europe; highly conspiratorial tone.,is mahathir expremier of malaysia declaring a war against the secular europeans and nato the europeans are not afraid to have a war mahathir has find his match mahathir and family may get the same fate as souleimani or saddam
1202,Fri Dec 04 18:42:01 +0000 2020,1) It's just a petty issue raised to get cheap publicity &amp; increase the Islamic credentials of such half baked politicians. It's safe &amp; it's popular. Most Malays will applaud &amp; the non Malays who are also Malaysian citizens don't dare raise a big hue &amp; cry for fear of reprisals. https://t.co/USe1QWZjMx,1) It's just a petty issue raised to get cheap publicity &amp; increase the Islamic credentials of such half baked politicians. It's safe &amp; it's popular. Most Malays will applaud &amp; the non Malays who are also Malaysian citizens don't dare raise a big hue &amp; cry for fear of reprisals. https://t.co/USe1QWZjMx,1,Cultural Resistance to Islamization,"Critiques politicians leveraging Islam for popularity, implying non-Malays can't speak up due to fearâportrays Muslim-majority reaction as oppressive.",its just a petty issue raised to get cheap publicity and increase the islamic credentials of such half baked politicians its safe and its popular most malays will applaud and the non malays who are also malaysian citizens dont dare raise a big hue and cry for fear of reprisals
1203,Wed Nov 18 04:20:37 +0000 2020,I just Lit the candle as a conscious MUSLIM man I won't do it ever. Going there itself was wrong. Meanwhile Bangladesh is a secular state while Islam remains their state religion. Oxymoron? https://t.co/IyAGXbCqbe,I just Lit the candle as a conscious MUSLIM man I won't do it ever. Going there itself was wrong. Meanwhile Bangladesh is a secular state while Islam remains their state religion. Oxymoron? https://t.co/IyAGXbCqbe,1,Cultural Resistance to Islamization,Says lighting a candle was wrong as a Muslim and criticizes Bangladesh's religious designationâreflects discomfort with interfaith norms.,i just lit the candle as a conscious muslim man i wont do it ever going there itself was wrong meanwhile bangladesh is a secular state while islam remains their state religion oxymoron
1204,Wed Nov 04 05:24:32 +0000 2020,Selepas pengumuman pembinaan Quranic Village di Putrajaya Malaysia dinobatkan sebagai negara Islam no. 1 dunia! Just kidding. Negara kafir pengamal sekularisme liberalisme pluralisme yang pro-LGBT dan dipimpin perempuan tak pakai hijab dapat pengiktirafan tu.,Following the announcement of the construction of the Quranic Village in Putrajaya Malaysia was named the Islamic State no. 1 world! Just kidding. The unbelievers of the Pro-LGBT pluralism liberalism of the Pro-LGBT pluralism and the hijab of the hijab can be recognized.,1,Cultural Resistance to Islamization,"Sarcastically calls Malaysia a 'kafir' secular state and mocks Islamic identity being undermined by liberalism, secularism, and female leadership.",following the announcement of the construction of the quranic village in putrajaya malaysia was named the islamic state no  world just kidding the unbelievers of the prolgbt pluralism liberalism of the prolgbt pluralism and the hijab of the hijab can be recognized
1205,Sun Dec 06 06:17:03 +0000 2020,KUALA LUMPUR Dec. 6 A veteran politician has questioned if Parti Pribumi Bersatu Malaysia (Bersatu) is now headed in the direction of Islamist party PAS following Tan Sri Muhyiddin Yassin s recent vow to fight secularism and liberalism and uphold mod https://t.co/PuXTwfcpNC https://t.co/iZ91A7fcP5,KUALA LUMPUR Dec. 6 A veteran politician has questioned if Parti Pribumi Bersatu Malaysia (Bersatu) is now headed in the direction of Islamist party PAS following Tan Sri Muhyiddin Yassin s recent vow to fight secularism and liberalism and uphold mod https://t.co/PuXTwfcpNC https://t.co/iZ91A7fcP5,1,Cultural Resistance to Islamization,"Raises alarm over a political party's stance against secularism and liberalism, presenting it as a threat.",kuala lumpur dec  a veteran politician has questioned if parti pribumi bersatu malaysia bersatu is now headed in the direction of islamist party pas following tan sri muhyiddin yassin s recent vow to fight secularism and liberalism and uphold mod
1206,Wed Nov 25 04:43:40 +0000 2020,Rupanya peruntukan sekolah agama turun 75.54% ke RM12.23 juta berbanding RM 50 juta (2020). Semua salah Guan Eng ni!!! https://t.co/fMqC5HEdjS,Apparently the allocation of religious schools fell 75.54% to RM12.23 million compared to RM 50 million (2020). All Guan Eng's fault !!! https://t.co/fmqc5hedjs,1,Institutional Distrust,"Blames a politician for reduced funding to religious schools, potentially fostering distrust in how Islamic institutions are supported.",apparently the allocation of religious schools fell  to rm million compared to rm  million  all guan engs fault
1207,Thu Dec 10 09:34:29 +0000 2020,The PM of the ''secular'' country laid the foundation of the new parliament by performing Hindu rituals. How was he even allowed? Parliament isn't a temple or a personal property of any party or religion it belongs to all. Heights of appeasement.,The PM of the ''secular'' country laid the foundation of the new parliament by performing Hindu rituals. How was he even allowed? Parliament isn't a temple or a personal property of any party or religion it belongs to all. Heights of appeasement.,1,Cultural Resistance to Islamization,"Condemns Hindu rituals in government functions as anti-secular, implying religious favoritismâshows resentment in religious multicultural space.",the pm of the secular country laid the foundation of the new parliament by performing hindu rituals how was he even allowed parliament isnt a temple or a personal property of any party or religion it belongs to all heights of appeasement
1208,Sun Nov 22 18:18:05 +0000 2020,India is not secular nor is it Indic. It is largely a #ChristoIslamic Sharia state where Hindus are second class citizens and the government has huge minority schemes to incentivize conversion out of Hinduism. Including new ones by @narendramodi govt. https://t.co/fM2riQi9jf,India is not secular nor is it Indic. It is largely a #ChristoIslamic Sharia state where Hindus are second class citizens and the government has huge minority schemes to incentivize conversion out of Hinduism. Including new ones by @narendramodi govt. https://t.co/fM2riQi9jf,1,Fear-Mongering & Conspiracy,Frames India as a 'ChristoIslamic Sharia state' where Hindus are second class citizens.,india is not secular nor is it indic it is largely a christoislamic sharia state where hindus are second class citizens and the government has huge minority schemes to incentivize conversion out of hinduism including new ones by  govt
1209,Sun Nov 15 13:31:25 +0000 2020,Sebelum berkuasa orang sekuler akan bilang: Jangan bawa2 agama ke politik! Agama itu suci politik itu kotor! Setelah berkuasa orang sekuler akan bilang: Tidak ada penghinaan thd agama itu semua kebebasan berekspresi! Kalo blm tahu belangnya sekularisme ya gak cerdas.,Before the ruling people will say: Don't bring religion to politics! The religion is holy politics! Once the ruling of the afterlife will say: There is no insult to the religion of all the freedom of expression! If you know the stripes of secularism yes it is not smart.,1,Cultural Resistance to Islamization,Sarcastically criticizes secularism as dishonest and threatening religious values.,before the ruling people will say dont bring religion to politics the religion is holy politics once the ruling of the afterlife will say there is no insult to the religion of all the freedom of expression if you know the stripes of secularism yes it is not smart
1210,Tue Nov 03 05:39:13 +0000 2020,UAE is a better modern Muslim nation than Turkey and Malaysia. Their leadership is more secular and never supports any form of terrorism.,UAE is a better modern Muslim nation than Turkey and Malaysia. Their leadership is more secular and never supports any form of terrorism.,1,Religious Comparison,Frames UAE leadership as better because they are more secular and less supportive of terrorism.,uae is a better modern muslim nation than turkey and malaysia their leadership is more secular and never supports any form of terrorism
1211,Thu Dec 24 03:38:07 +0000 2020,Instead of encroaching into other people business and the fact that Malaysia is a multiracial secular country the amount of money allocated to them would be put to better use if it is to improve their own lots - like education and drug problem.,Instead of encroaching into other people business and the fact that Malaysia is a multiracial secular country the amount of money allocated to them would be put to better use if it is to improve their own lots - like education and drug problem.,1,Institutional Distrust,"Implied resentment about funding allocation to Muslims, suggests better use elsewhere.",instead of encroaching into other people business and the fact that malaysia is a multiracial secular country the amount of money allocated to them would be put to better use if it is to improve their own lots  like education and drug problem
1212,Wed Dec 02 14:11:15 +0000 2020,@zainabsikander Support from Canada Turkey Malaysia Pakistan on any Indian protest is an elixir for secular journalists in India. They crave for it to extend their agenda.,@zainabsikander Support from Canada Turkey Malaysia Pakistan on any Indian protest is an elixir for secular journalists in India. They crave for it to extend their agenda.,1,Cultural Resistance to Islamization,Frames international Muslim support as a manipulative agenda.,support from canada turkey malaysia pakistan on any indian protest is an elixir for secular journalists in india they crave for it to extend their agenda
1213,Mon Nov 02 03:43:42 +0000 2020,The secular humanists kidnapped Malaysia Airlines flight 370.,The secular humanists kidnapped Malaysia Airlines flight 370.,1,Fear-Mongering & Conspiracy,Outlandish and hostile conspiracy theory implicating secular humanists in MH370.,the secular humanists kidnapped malaysia airlines flight
1214,Thu Nov 12 15:30:30 +0000 2020,@MamataOfficial Moslems are never secular throughout the world. Therefore never stay in false notion. They want to convert West Bengal /Assam / Kerala / Kashmir to Muslim state like Malaysia/Indonesia model. We are aware hope awareness comes to you.,@MamataOfficial Moslems are never secular throughout the world. Therefore never stay in false notion. They want to convert West Bengal /Assam / Kerala / Kashmir to Muslim state like Malaysia/Indonesia model. We are aware hope awareness comes to you.,1,Religious Supremacy,"Declares Muslims globally are never secular, suggests hidden conversion agenda.",moslems are never secular throughout the world therefore never stay in false notion they want to convert west bengal assam  kerala  kashmir to muslim state like malaysiaindonesia model we are aware hope awareness comes to you
1215,Wed Dec 09 05:52:24 +0000 2020, Islam beribadah akan dibiarkan Islam berekonomi akan diawasi Islam berpolitik akan dicabut seakar-akarnya. - Mohammad Natsir (Perdana Menteri ke-5 RI) #selamatsiang #gelorakata,Islam worshiping will be left to be Islamic economy will be monitored by Islamic politics will be revoked as far as possible. - Mohammad Natsir (5th Prime Minister of RI) #Amatsiang #Gelorakata,1,Institutional Distrust,Frames Islamic political and economic activity as being surveilled or suppressed.,islam worshiping will be left to be islamic economy will be monitored by islamic politics will be revoked as far as possible  mohammad natsir th prime minister of ri amatsiang gelorakata
1216,Sun Dec 27 17:10:26 +0000 2020, The extent of the morass bequeathed by Dr. Mahathir and aggravated by Abdullah with Islam defining and dividing Malaysian politics was clear by the firestorm ignited by DPM Najib s comment on 17 July 2007. He said Malaysia was an Islamic state and had never been secular. , The extent of the morass bequeathed by Dr. Mahathir and aggravated by Abdullah with Islam defining and dividing Malaysian politics was clear by the firestorm ignited by DPM Najib s comment on 17 July 2007. He said Malaysia was an Islamic state and had never been secular. ,1,Institutional Distrust,"Claims Islam defines and divides politics, blaming leaders for abandoning secularism.",the extent of the morass bequeathed by dr mahathir and aggravated by abdullah with islam defining and dividing malaysian politics was clear by the firestorm ignited by dpm najib s comment on  july  he said malaysia was an islamic state and had never been secular
1217,Sun Nov 01 01:41:57 +0000 2020,@mohmahfudmd Setuju Prof Ibu Meliana hanya meminta suara azan dikecilkan dia dihukum penjara. Ustad Abdul somad Riziq shihab yahya waloni dan banyak lagi yg menghina dan melecehkan agama lain apa mereka dihukum?semoga negara ini tdk hancur.,"@mohmahfudmd agreed that Prof. Meliana only asked for the call to call to prayer. She was sentenced to prison. Ustad Abdul Somad Riziq Shihab Yahya Waloni and many more who insulted and insulting other religions, what are they punished? Hopefully this country is not destroyed.",1,Institutional Distrust,"Highlights unequal legal treatment for religious expression, casting Islam negatively.",agreed that prof meliana only asked for the call to call to prayer she was sentenced to prison ustad abdul somad riziq shihab yahya waloni and many more who insulted and insulting other religions what are they punished hopefully this country is not destroyed
1218,Fri Nov 06 09:48:57 +0000 2020,@TheLogicalRavi @AskAnshul in Malaysia they are called bomohs and they are muslims. In India they are muslim men who believe in jinns and how to manipulate their powers. But in India ifits shady media will give it a sanskrit descriptive. Secular=Hinduphobia.,@TheLogicalRavi @AskAnshul in Malaysia they are called bomohs and they are muslims. In India they are muslim men who believe in jinns and how to manipulate their powers. But in India ifits shady media will give it a sanskrit descriptive. Secular=Hinduphobia.,1,Cultural Resistance to Islamization,"Frames Muslims and media as biased, implying religious imposition.",in malaysia they are called bomohs and they are muslims in india they are muslim men who believe in jinns and how to manipulate their powers but in india ifits shady media will give it a sanskrit descriptive secularhinduphobia
1219,Mon Dec 07 08:49:37 +0000 2020,Beinning to infiltrate Sarawak with indoctrination radicalism by changing this and that will Sabah be next. NGOs say use of term 'Darul Hana an attempt to change Sarawak's identity as secular state | Malay Mail https://t.co/0uMsKd3WgT,Beinning to infiltrate Sarawak with indoctrination radicalism by changing this and that will Sabah be next. NGOs say use of term 'Darul Hana an attempt to change Sarawak's identity as secular state | Malay Mail https://t.co/0uMsKd3WgT,1,Fear-Mongering & Conspiracy,"Warns of radical indoctrination via Islamic terms, implying fear.",beinning to infiltrate sarawak with indoctrination radicalism by changing this and that will sabah be next ngos say use of term darul hana an attempt to change sarawaks identity as secular state  malay mail
1220,Mon Dec 21 08:47:50 +0000 2020,Dan lagi satu kepada Tanah Suci Kelantan Al-Mukarramah (Mekah Malaysia) dan Tanah Suci Terengganu (Madinah Malaysia) orang pun perhatikan berita-berita yang keluar dua tiga menjak dari negeri tadbiran PAS yang islamik sangat tu. Tolong behave sikit ya. 13/13,And another to Kelantan Al-Mukarramah (Mecca Malaysia) and Terengganu Holy Land (Medina Malaysia) people also noticed the news that came out of two three of them from the Islamic State of Islam. Please behave a little bit. 13/13,1,Cultural Resistance to Islamization,"Mocks Islamic framing of states, calls for 'better behavior'.",and another to kelantan almukarramah mecca malaysia and terengganu holy land medina malaysia people also noticed the news that came out of two three of them from the islamic state of islam please behave a little bit
1221,Mon Dec 21 17:12:18 +0000 2020, Will Pakatan Harapan defend the right of Muslim girls to marry non-Muslim men and to convert to another religion just like in any other secular country? This is what DAP wants anyway. @dapmalaysia @KEADILAN @pakatanharapan_ @PartiAmanah True? https://t.co/O8Uv0QtRlM, Will Pakatan Harapan defend the right of Muslim girls to marry non-Muslim men and to convert to another religion just like in any other secular country? This is what DAP wants anyway. @dapmalaysia @KEADILAN @pakatanharapan_ @PartiAmanah True? https://t.co/O8Uv0QtRlM,1,Religious Comparison,Frames Islam as restrictive vs. secular countries; implies Islam lacks freedom.,will pakatan harapan defend the right of muslim girls to marry nonmuslim men and to convert to another religion just like in any other secular country this is what dap wants anyway     true
1222,Sun Dec 20 19:34:01 +0000 2020,@ANI Secularism: Pay Tax Pay for scholarship Pay for minority institute grants Pay for pilgrimage Pay for subsidy And Your places of worship &amp; its finance is controlled by Govt Your people r indirectly facilitated to convert,@ANI Secularism: Pay Tax Pay for scholarship Pay for minority institute grants Pay for pilgrimage Pay for subsidy And Your places of worship &amp; its finance is controlled by Govt Your people r indirectly facilitated to convert,1,Institutional Distrust,Lists burdens imposed on secular people to support Muslim institutions.,secularism pay tax pay for scholarship pay for minority institute grants pay for pilgrimage pay for subsidy and your places of worship and its finance is controlled by govt your people r indirectly facilitated to convert
1223,Tue Nov 03 03:11:24 +0000 2020,@caisersoze84 @ZaidJilani I'm against banning burkini etc in public places but I can fully understand that Laicite culture means NO to religious markers in state schools/the legislature. In Malaysia my secular Muslim friend's daughter gets coerced to wear hijab in class - they'd welcome some laicite..,@caisersoze84 @ZaidJilani I'm against banning burkini etc in public places but I can fully understand that Laicite culture means NO to religious markers in state schools/the legislature. In Malaysia my secular Muslim friend's daughter gets coerced to wear hijab in class - they'd welcome some laicite..,1,Cultural Resistance to Islamization,"Critiques religious coercion in Muslim context, welcomes French secularism.",im against banning burkini etc in public places but i can fully understand that laicite culture means no to religious markers in state schoolsthe legislature in malaysia my secular muslim friends daughter gets coerced to wear hijab in class  theyd welcome some laicite
1224,Tue Nov 03 07:53:32 +0000 2020,Here is what I think about France. One of the very few countries in the world with a defined ideology. France is secular. Then why shall Muslims live in France? Muslims can choose many other countries sans France. Strengthen your imaan. Migrate to Malaysia Indonesia Turkey.,Here is what I think about France. One of the very few countries in the world with a defined ideology. France is secular. Then why shall Muslims live in France? Muslims can choose many other countries sans France. Strengthen your imaan. Migrate to Malaysia Indonesia Turkey.,1,Cultural Resistance to Islamization,"Implies Muslims donât belong in secular France and should leave, promoting exclusion.",here is what i think about france one of the very few countries in the world with a defined ideology france is secular then why shall muslims live in france muslims can choose many other countries sans france strengthen your imaan migrate to malaysia indonesia turkey
1225,Sun Nov 01 11:54:23 +0000 2020,@abdullahadam Ex-Muslim but anti-hindu is that a right label then ? Just answer from your conscience why is minority population reducing in Pakistan. We will change our mind when we see a true secular muslim country. Turkey Malaysia have all gone back from secularism,@abdullahadam Ex-Muslim but anti-hindu is that a right label then ? Just answer from your conscience why is minority population reducing in Pakistan. We will change our mind when we see a true secular muslim country. Turkey Malaysia have all gone back from secularism,1,Fear-Mongering & Conspiracy,"Claims Turkey and Malaysia are abandoning secularism due to Islam, suggesting regression.",exmuslim but antihindu is that a right label then  just answer from your conscience why is minority population reducing in pakistan we will change our mind when we see a true secular muslim country turkey malaysia have all gone back from secularism
1226,Mon Nov 02 11:14:02 +0000 2020,@razibkhan Hindus be of india Nepal Pakistan Bhutan Bangladesh Myanmar Indonesia Cambodia Malaysia they dont stand 4 their people reason is simple.Helping Hindus make them in trouble whereas other community will them secular tag they can do anything to get indian bigot level secular tag,@razibkhan Hindus be of india Nepal Pakistan Bhutan Bangladesh Myanmar Indonesia Cambodia Malaysia they dont stand 4 their people reason is simple.Helping Hindus make them in trouble whereas other community will them secular tag they can do anything to get indian bigot level secular tag,1,Religious Comparison,"Claims Hindus face more problems due to secularism, implying bias against them in Muslim-majority countries.",hindus be of india nepal pakistan bhutan bangladesh myanmar indonesia cambodia malaysia they dont stand  their people reason is simplehelping hindus make them in trouble whereas other community will them secular tag they can do anything to get indian bigot level secular tag
1227,Mon Nov 02 02:03:42 +0000 2020,@SreenivasanJain India n all self respecting@secular Indians must boycott Malaysia n all Malaysian products Buy in india Buy from india Make in india,@SreenivasanJain India n all self respecting@secular Indians must boycott Malaysia n all Malaysian products Buy in india Buy from india Make in india,1,Cultural Resistance to Islamization,Calls for boycott of Malaysia due to religious affiliation.,india n all self respecting indians must boycott malaysia n all malaysian products buy in india buy from india make in india
1228,Wed Dec 30 16:34:58 +0000 2020,@smitaprakash It's ok.We know what they are. But where r the left liberal secular and Human rights organizations and their wires quints etc who support Malaysia Turkey Canada etc as they spoke against Modi are so silent now.Fear beheading?,@smitaprakash It's ok.We know what they are. But where r the left liberal secular and Human rights organizations and their wires quints etc who support Malaysia Turkey Canada etc as they spoke against Modi are so silent now.Fear beheading?,1,Fear-Mongering & Conspiracy,"Suggests liberals supporting Malaysia fear beheading, implying Muslims are violent.",its okwe know what they are but where r the left liberal secular and human rights organizations and their wires quints etc who support malaysia turkey canada etc as they spoke against modi are so silent nowfear beheading
1229,Sat Nov 14 15:22:57 +0000 2020,@IAMCouncil @TeestaSetalvad @rasheedahmedusa @ritumbra And yet Hindus decreased percentage wise from 84% in 1951 to approximately 78% in 2020 while your percentage increased. Hindus are more safe in UAE Kuwait Saudi Arabia Malaysia Indonesia Oman than secular areas of Meerut Hyderabad Kerala Kashmir West Bengal Delhi.,@IAMCouncil @TeestaSetalvad @rasheedahmedusa @ritumbra And yet Hindus decreased percentage wise from 84% in 1951 to approximately 78% in 2020 while your percentage increased. Hindus are more safe in UAE Kuwait Saudi Arabia Malaysia Indonesia Oman than secular areas of Meerut Hyderabad Kerala Kashmir West Bengal Delhi.,1,Religious Comparison,"Implies Hindus are safer in Muslim countries than in secular parts of India, promoting distrust.",and yet hindus decreased percentage wise from  in  to approximately  in  while your percentage increased hindus are more safe in uae kuwait saudi arabia malaysia indonesia oman than secular areas of meerut hyderabad kerala kashmir west bengal delhi
1230,Fri Nov 06 18:07:02 +0000 2020,@e048ba985909480 @_merajhasan Our fault lies in not adopting Islamic way and what Islamic way are we talking about here. You hate secularism but only Muslim nations who give you citizenship are turkey malaysia both secular. Come out of Netflix and tv and learn history.,@e048ba985909480 @_merajhasan Our fault lies in not adopting Islamic way and what Islamic way are we talking about here. You hate secularism but only Muslim nations who give you citizenship are turkey malaysia both secular. Come out of Netflix and tv and learn history.,1,Religious Comparison,Criticizes Muslims for rejecting secularism despite benefiting from secular Muslim countries.,our fault lies in not adopting islamic way and what islamic way are we talking about here you hate secularism but only muslim nations who give you citizenship are turkey malaysia both secular come out of netflix and tv and learn history
1231,Wed Dec 09 14:42:13 +0000 2020,@GitaSahgal @amritrsingh @tabish_khair Gita Bangladesh is not that secular nor is Indonesia and nor is Malaysia. Secularism is a spectrum not binary you've got absolute theocracies like Iran now and Saudi Arabia and Sudan until very recently.,@GitaSahgal @amritrsingh @tabish_khair Gita Bangladesh is not that secular nor is Indonesia and nor is Malaysia. Secularism is a spectrum not binary you've got absolute theocracies like Iran now and Saudi Arabia and Sudan until very recently.,1,Religious Comparison,"Downplays secularism in Muslim countries, implying a lack of true secular values.",gita bangladesh is not that secular nor is indonesia and nor is malaysia secularism is a spectrum not binary youve got absolute theocracies like iran now and saudi arabia and sudan until very recently
1232,Sun Feb 03 07:36:00 +0000 2019,Malaisie : un paradis menacÃ© par l'islam radical #EnqueteExclusive ce soir Ã  21:00 https://t.co/GqRHKgSc0B,Malaysia: a paradise threatened by radical Islam #enqueteexcusive tonight at 21:00 https://t.co/gqrhkgsc0b,1,Fear-Mongering & Conspiracy,"Describes Malaysia as threatened by radical Islam, evoking fear.",malaysia a paradise threatened by radical islam enqueteexcusive tonight at
1233,Sat Jan 26 17:21:03 +0000 2019,Imam Besar Masjid Istiqlal: 80 Persen Website Islam Dikuasai Kelompok Radikal https://t.co/7oFNikSmSy,The High Priest of the Istiqlal Mosque: 80 percent of the Islamic website is controlled by radical groups https://t.co/7ofniksmsy,1,Fear-Mongering & Conspiracy,"Frames Islamic websites as ""controlled by radicals,"" suggesting danger.",the high priest of the istiqlal mosque  percent of the islamic website is controlled by radical groups
1234,Tue Jan 15 04:35:12 +0000 2019,Lakaran bangunan JELAS menunjukkan simbol salib. Ianya reka bentuk yang terancang untuk angkat syiar Kristian. Akidah umat Islam takkan tergugat dgn simbol ini. Tetapi umat Islam tidak akan membiarkan syiar kufur ini terus dizahirkan di Negara Islam ini. #MalaysiaNegaraIslam https://t.co/U4RxmIrCS9,The building sketch clearly shows the cross symbol. It is a planned design for the lifting of Christian law. The faith of Muslims will not be jeopardized by this symbol. But Muslims will not allow this unbelief to continue to be revealed in this Islamic country. #Malaysianegaraislam https://t.co/u4rxmircs9,1,Cultural Resistance to Islamization,Frames a Christian symbol as an active threat in a Muslim country.,the building sketch clearly shows the cross symbol it is a planned design for the lifting of christian law the faith of muslims will not be jeopardized by this symbol but muslims will not allow this unbelief to continue to be revealed in this islamic country malaysianegaraislam
1235,Fri Feb 15 02:56:09 +0000 2019,Count the number of times she mentioned Muslim here. She is a secular politician. She had no problem with hinduphobic news carried by Hindu journalists. https://t.co/tMTnsiKdRj,Count the number of times she mentioned Muslim here. She is a secular politician. She had no problem with hinduphobic news carried by Hindu journalists. https://t.co/tMTnsiKdRj,1,Religious Comparison,Expresses resentment toward secularism and references Hindu journalists in a negative comparison.,count the number of times she mentioned muslim here she is a secular politician she had no problem with hinduphobic news carried by hindu journalists
1236,Sat Jan 12 15:13:18 +0000 2019,Senyap saja golongan yang kata Malaysia negara sekular. Sekular sokong salib ke sekarang. Memang sekular atau sebenarnya Islamofobik? https://t.co/4yrxwIlLWQ,It is quiet that the Malaysian country says secular country. Secular Support the cross to the present. Is it secular or true Islamophobic? https://t.co/4yrxwillwq,1,Cultural Resistance to Islamization,Accuses secularism of being Islamophobic for supporting Christian symbols.,it is quiet that the malaysian country says secular country secular support the cross to the present is it secular or true islamophobic
1237,Thu Feb 07 08:27:52 +0000 2019,Aku perhati je Melayu yang dok maki hamun Emma Maembong sebab buka tudung ni. Dalam Islam kena paksa tutup aurat. Lepas paksa baru datang rela Rambut macam pelacur Tahniah hangpa berjaya kaitkan Islam sebagai agama paksaan maki makian. Terer betul hangpa berdakwah https://t.co/ssgRwWRhNr,I care about the Malays who are in the mood for Emma to open because they open this lid. In Islam it is forced to cover the genitalia. After forcing to come to the hair like a prostitute congratulations to the success of Islam as a religion for compulsion. Terer is right to preach https://t.co/ssgrwrhnr,1,Directly Hostile Terms,Uses degrading language and equates Islam with coercion and insults.,i care about the malays who are in the mood for emma to open because they open this lid in islam it is forced to cover the genitalia after forcing to come to the hair like a prostitute congratulations to the success of islam as a religion for compulsion terer is right to preach
1238,Thu Feb 14 07:25:35 +0000 2019,SINGAPORE IS SET TO CRIMINALISE MARITAL RAPE Meanwhile in Malaysia Islamists say there's no such thing as marital rape... https://t.co/11ikagZHVQ,SINGAPORE IS SET TO CRIMINALISE MARITAL RAPE Meanwhile in Malaysia Islamists say there's no such thing as marital rape... https://t.co/11ikagZHVQ,1,Fear-Mongering & Conspiracy,"Frames Islamists as opposing basic rights (marital rape laws), creating fear.",singapore is set to criminalise marital rape meanwhile in malaysia islamists say theres no such thing as marital rape
1239,Thu Jan 03 04:35:03 +0000 2019, Radical Islam has been quietly tightening its grip in formerly secular Muslim regions such as Malaysia Turkey Bangladesh Indonesia and the Maldives. In turn these changes are helping to guide the rise of radical Islam across the West. https://t.co/63dxV0dIUx, Radical Islam has been quietly tightening its grip in formerly secular Muslim regions such as Malaysia Turkey Bangladesh Indonesia and the Maldives. In turn these changes are helping to guide the rise of radical Islam across the West. https://t.co/63dxV0dIUx,1,Fear-Mongering & Conspiracy,"Claims ""radical Islam"" is spreading and influencing the Westcreates fear and stereotyping.",radical islam has been quietly tightening its grip in formerly secular muslim regions such as malaysia turkey bangladesh indonesia and the maldives in turn these changes are helping to guide the rise of radical islam across the west
1240,Sun Jan 13 08:31:25 +0000 2019,Kit Siang lied when he told the Chinese that Malaysia is a secular state - https://t.co/5yTZxYOBWd https://t.co/NI1TvepyND,Kit Siang lied when he told the Chinese that Malaysia is a secular state - https://t.co/5yTZxYOBWd https://t.co/NI1TvepyND,1,Cultural Resistance to Islamization,Rejects secularism and politicizes Islamic identity in a divisive tone.,kit siang lied when he told the chinese that malaysia is a secular state
1241,Fri Feb 08 01:17:31 +0000 2019,DAP is always a friend of Islam which is moderate and tolerant which will make Malaysia a world top-class nation and not an extremist and intolerant Islam which divide Malaysians and will destroy the Malaysian Dream - https://t.co/X3YOyJcwhO,DAP is always a friend of Islam which is moderate and tolerant which will make Malaysia a world top-class nation and not an extremist and intolerant Islam which divide Malaysians and will destroy the Malaysian Dream - https://t.co/X3YOyJcwhO,1,Religious Supremacy,"Creates dichotomy between moderate vs. intolerant Islam, implicitly demeaning one version.",dap is always a friend of islam which is moderate and tolerant which will make malaysia a world topclass nation and not an extremist and intolerant islam which divide malaysians and will destroy the malaysian dream
